"Step","token_ablation - giant - 10 - Train Loss","token_ablation - giant - 10 - Train Loss__MIN","token_ablation - giant - 10 - Train Loss__MAX","token_ablation - giant - 50 - Train Loss","token_ablation - giant - 50 - Train Loss__MIN","token_ablation - giant - 50 - Train Loss__MAX","token_ablation - giant - 20 - Train Loss","token_ablation - giant - 20 - Train Loss__MIN","token_ablation - giant - 20 - Train Loss__MAX","token_ablation - giant - 1 - Train Loss","token_ablation - giant - 1 - Train Loss__MIN","token_ablation - giant - 1 - Train Loss__MAX"
"41","1.7462109327316284","1.7462109327316284","1.7462109327316284","1.7463970184326172","1.7463970184326172","1.7463970184326172","1.7260798215866089","1.7260798215866089","1.7260798215866089","1.766939401626587","1.766939401626587","1.766939401626587"
"42","1.728542685508728","1.728542685508728","1.728542685508728","1.7282322645187378","1.7282322645187378","1.7282322645187378","1.6974506378173828","1.6974506378173828","1.6974506378173828","1.74161958694458","1.74161958694458","1.74161958694458"
"43","1.7421560287475586","1.7421560287475586","1.7421560287475586","1.7290083169937134","1.7290083169937134","1.7290083169937134","1.758973479270935","1.758973479270935","1.758973479270935","1.7158163785934448","1.7158163785934448","1.7158163785934448"
"44","1.7367883920669556","1.7367883920669556","1.7367883920669556","1.7505972385406494","1.7505972385406494","1.7505972385406494","1.7379813194274902","1.7379813194274902","1.7379813194274902","1.7555100917816162","1.7555100917816162","1.7555100917816162"
"45","1.772123098373413","1.772123098373413","1.772123098373413","1.7175511121749878","1.7175511121749878","1.7175511121749878","1.7221627235412598","1.7221627235412598","1.7221627235412598","1.699164867401123","1.699164867401123","1.699164867401123"
"46","1.6943910121917725","1.6943910121917725","1.6943910121917725","1.7479355335235596","1.7479355335235596","1.7479355335235596","1.7510852813720703","1.7510852813720703","1.7510852813720703","1.7412011623382568","1.7412011623382568","1.7412011623382568"
"47","1.7673265933990479","1.7673265933990479","1.7673265933990479","1.7922918796539307","1.7922918796539307","1.7922918796539307","1.6718827486038208","1.6718827486038208","1.6718827486038208","1.6979596614837646","1.6979596614837646","1.6979596614837646"
"48","1.7118923664093018","1.7118923664093018","1.7118923664093018","1.7843127250671387","1.7843127250671387","1.7843127250671387","1.7012540102005005","1.7012540102005005","1.7012540102005005","1.6966660022735596","1.6966660022735596","1.6966660022735596"
"49","1.7498369216918945","1.7498369216918945","1.7498369216918945","1.7494592666625977","1.7494592666625977","1.7494592666625977","1.767596960067749","1.767596960067749","1.767596960067749","1.7504183053970337","1.7504183053970337","1.7504183053970337"
"50","1.773356556892395","1.773356556892395","1.773356556892395","1.7574779987335205","1.7574779987335205","1.7574779987335205","1.71731436252594","1.71731436252594","1.71731436252594","1.7222357988357544","1.7222357988357544","1.7222357988357544"
"51","1.7409864664077759","1.7409864664077759","1.7409864664077759","1.7714812755584717","1.7714812755584717","1.7714812755584717","1.7020343542099","1.7020343542099","1.7020343542099","1.724961519241333","1.724961519241333","1.724961519241333"
"52","1.7610433101654053","1.7610433101654053","1.7610433101654053","1.7291303873062134","1.7291303873062134","1.7291303873062134","1.6988378763198853","1.6988378763198853","1.6988378763198853","1.7261725664138794","1.7261725664138794","1.7261725664138794"
"53","1.7471508979797363","1.7471508979797363","1.7471508979797363","1.6923389434814453","1.6923389434814453","1.6923389434814453","1.7484601736068726","1.7484601736068726","1.7484601736068726","1.7302178144454956","1.7302178144454956","1.7302178144454956"
"54","1.6776238679885864","1.6776238679885864","1.6776238679885864","1.7735693454742432","1.7735693454742432","1.7735693454742432","1.7466137409210205","1.7466137409210205","1.7466137409210205","1.6823508739471436","1.6823508739471436","1.6823508739471436"
"55","1.7343488931655884","1.7343488931655884","1.7343488931655884","1.7485437393188477","1.7485437393188477","1.7485437393188477","1.7364706993103027","1.7364706993103027","1.7364706993103027","1.7259504795074463","1.7259504795074463","1.7259504795074463"
"56","1.7737289667129517","1.7737289667129517","1.7737289667129517","1.7873380184173584","1.7873380184173584","1.7873380184173584","1.7388739585876465","1.7388739585876465","1.7388739585876465","1.7441340684890747","1.7441340684890747","1.7441340684890747"
"57","1.756147861480713","1.756147861480713","1.756147861480713","1.7666902542114258","1.7666902542114258","1.7666902542114258","1.7339105606079102","1.7339105606079102","1.7339105606079102","1.6986348628997803","1.6986348628997803","1.6986348628997803"
"58","1.7244107723236084","1.7244107723236084","1.7244107723236084","1.7679959535598755","1.7679959535598755","1.7679959535598755","1.7644932270050049","1.7644932270050049","1.7644932270050049","1.716722011566162","1.716722011566162","1.716722011566162"
"59","1.7298412322998047","1.7298412322998047","1.7298412322998047","1.6924211978912354","1.6924211978912354","1.6924211978912354","1.7991729974746704","1.7991729974746704","1.7991729974746704","1.7046300172805786","1.7046300172805786","1.7046300172805786"
"60","1.7528479099273682","1.7528479099273682","1.7528479099273682","1.7667104005813599","1.7667104005813599","1.7667104005813599","1.7102890014648438","1.7102890014648438","1.7102890014648438","1.7228894233703613","1.7228894233703613","1.7228894233703613"
"61","1.735674262046814","1.735674262046814","1.735674262046814","1.7085365056991577","1.7085365056991577","1.7085365056991577","1.7629812955856323","1.7629812955856323","1.7629812955856323","1.6944369077682495","1.6944369077682495","1.6944369077682495"
"62","1.7627358436584473","1.7627358436584473","1.7627358436584473","1.7317619323730469","1.7317619323730469","1.7317619323730469","1.7228277921676636","1.7228277921676636","1.7228277921676636","1.751708984375","1.751708984375","1.751708984375"
"63","1.7339493036270142","1.7339493036270142","1.7339493036270142","1.7287801504135132","1.7287801504135132","1.7287801504135132","1.7160320281982422","1.7160320281982422","1.7160320281982422","1.7640546560287476","1.7640546560287476","1.7640546560287476"
"64","1.6999200582504272","1.6999200582504272","1.6999200582504272","1.7394962310791016","1.7394962310791016","1.7394962310791016","1.7711539268493652","1.7711539268493652","1.7711539268493652","1.704153060913086","1.704153060913086","1.704153060913086"
"65","1.7185335159301758","1.7185335159301758","1.7185335159301758","1.7709355354309082","1.7709355354309082","1.7709355354309082","1.7208046913146973","1.7208046913146973","1.7208046913146973","1.6918201446533203","1.6918201446533203","1.6918201446533203"
"66","1.7018250226974487","1.7018250226974487","1.7018250226974487","1.7485876083374023","1.7485876083374023","1.7485876083374023","1.7632229328155518","1.7632229328155518","1.7632229328155518","1.7013285160064697","1.7013285160064697","1.7013285160064697"
"67","1.790347933769226","1.790347933769226","1.790347933769226","1.769575834274292","1.769575834274292","1.769575834274292","1.7119505405426025","1.7119505405426025","1.7119505405426025","1.7036561965942383","1.7036561965942383","1.7036561965942383"
"68","1.7395648956298828","1.7395648956298828","1.7395648956298828","1.754185438156128","1.754185438156128","1.754185438156128","1.7220269441604614","1.7220269441604614","1.7220269441604614","1.7050886154174805","1.7050886154174805","1.7050886154174805"
"69","1.7845845222473145","1.7845845222473145","1.7845845222473145","1.7608693838119507","1.7608693838119507","1.7608693838119507","1.7467647790908813","1.7467647790908813","1.7467647790908813","1.7430981397628784","1.7430981397628784","1.7430981397628784"
"70","1.7868423461914062","1.7868423461914062","1.7868423461914062","1.733281135559082","1.733281135559082","1.733281135559082","1.745734453201294","1.745734453201294","1.745734453201294","1.7047425508499146","1.7047425508499146","1.7047425508499146"
"71","1.7294504642486572","1.7294504642486572","1.7294504642486572","1.765638828277588","1.765638828277588","1.765638828277588","1.7469329833984375","1.7469329833984375","1.7469329833984375","1.7112574577331543","1.7112574577331543","1.7112574577331543"
"72","1.7058327198028564","1.7058327198028564","1.7058327198028564","1.7684718370437622","1.7684718370437622","1.7684718370437622","1.7537150382995605","1.7537150382995605","1.7537150382995605","1.7603737115859985","1.7603737115859985","1.7603737115859985"
"73","1.7698051929473877","1.7698051929473877","1.7698051929473877","1.7717026472091675","1.7717026472091675","1.7717026472091675","1.7076252698898315","1.7076252698898315","1.7076252698898315","1.7142415046691895","1.7142415046691895","1.7142415046691895"
"74","1.7312849760055542","1.7312849760055542","1.7312849760055542","1.7647342681884766","1.7647342681884766","1.7647342681884766","1.7374281883239746","1.7374281883239746","1.7374281883239746","1.6733263731002808","1.6733263731002808","1.6733263731002808"
"75","1.7382287979125977","1.7382287979125977","1.7382287979125977","1.767225742340088","1.767225742340088","1.767225742340088","1.7626559734344482","1.7626559734344482","1.7626559734344482","1.6817424297332764","1.6817424297332764","1.6817424297332764"
"76","1.684617280960083","1.684617280960083","1.684617280960083","1.7257063388824463","1.7257063388824463","1.7257063388824463","1.7812780141830444","1.7812780141830444","1.7812780141830444","1.7626930475234985","1.7626930475234985","1.7626930475234985"
"77","1.7313895225524902","1.7313895225524902","1.7313895225524902","1.6326122283935547","1.6326122283935547","1.6326122283935547","1.7780108451843262","1.7780108451843262","1.7780108451843262","1.6675752401351929","1.6675752401351929","1.6675752401351929"
"78","1.7441792488098145","1.7441792488098145","1.7441792488098145","1.711996078491211","1.711996078491211","1.711996078491211","1.7571566104888916","1.7571566104888916","1.7571566104888916","1.760340929031372","1.760340929031372","1.760340929031372"
"79","1.7285597324371338","1.7285597324371338","1.7285597324371338","1.7781412601470947","1.7781412601470947","1.7781412601470947","1.7803529500961304","1.7803529500961304","1.7803529500961304","1.7575702667236328","1.7575702667236328","1.7575702667236328"
"80","1.733615756034851","1.733615756034851","1.733615756034851","1.8016088008880615","1.8016088008880615","1.8016088008880615","1.749314546585083","1.749314546585083","1.749314546585083","1.7511348724365234","1.7511348724365234","1.7511348724365234"
"81","1.7794405221939087","1.7794405221939087","1.7794405221939087","1.7471246719360352","1.7471246719360352","1.7471246719360352","1.7090308666229248","1.7090308666229248","1.7090308666229248","1.7014656066894531","1.7014656066894531","1.7014656066894531"
"82","1.7522190809249878","1.7522190809249878","1.7522190809249878","1.7642886638641357","1.7642886638641357","1.7642886638641357","1.7727375030517578","1.7727375030517578","1.7727375030517578","1.7445274591445923","1.7445274591445923","1.7445274591445923"
"83","1.7668356895446777","1.7668356895446777","1.7668356895446777","1.8042073249816895","1.8042073249816895","1.8042073249816895","1.7543233633041382","1.7543233633041382","1.7543233633041382","1.719986915588379","1.719986915588379","1.719986915588379"
"84","1.744837999343872","1.744837999343872","1.744837999343872","1.7409954071044922","1.7409954071044922","1.7409954071044922","1.72664213180542","1.72664213180542","1.72664213180542","1.7730958461761475","1.7730958461761475","1.7730958461761475"
"85","1.7262904644012451","1.7262904644012451","1.7262904644012451","1.7035423517227173","1.7035423517227173","1.7035423517227173","1.7784409523010254","1.7784409523010254","1.7784409523010254","1.741830587387085","1.741830587387085","1.741830587387085"
"86","1.7289646863937378","1.7289646863937378","1.7289646863937378","1.7559047937393188","1.7559047937393188","1.7559047937393188","1.7432297468185425","1.7432297468185425","1.7432297468185425","1.7303118705749512","1.7303118705749512","1.7303118705749512"
"87","1.750024676322937","1.750024676322937","1.750024676322937","1.751360297203064","1.751360297203064","1.751360297203064","1.723292350769043","1.723292350769043","1.723292350769043","1.6732685565948486","1.6732685565948486","1.6732685565948486"
"88","1.701457142829895","1.701457142829895","1.701457142829895","1.7546212673187256","1.7546212673187256","1.7546212673187256","1.7663650512695312","1.7663650512695312","1.7663650512695312","1.6803908348083496","1.6803908348083496","1.6803908348083496"
"89","1.7265878915786743","1.7265878915786743","1.7265878915786743","1.7634620666503906","1.7634620666503906","1.7634620666503906","1.8094589710235596","1.8094589710235596","1.8094589710235596","1.711280345916748","1.711280345916748","1.711280345916748"
"90","1.7920023202896118","1.7920023202896118","1.7920023202896118","1.7721490859985352","1.7721490859985352","1.7721490859985352","1.77116060256958","1.77116060256958","1.77116060256958","1.6887266635894775","1.6887266635894775","1.6887266635894775"
"91","1.772746205329895","1.772746205329895","1.772746205329895","1.7539117336273193","1.7539117336273193","1.7539117336273193","1.7662066221237183","1.7662066221237183","1.7662066221237183","1.6943774223327637","1.6943774223327637","1.6943774223327637"
"92","1.7308363914489746","1.7308363914489746","1.7308363914489746","1.7354748249053955","1.7354748249053955","1.7354748249053955","1.7976982593536377","1.7976982593536377","1.7976982593536377","1.7319375276565552","1.7319375276565552","1.7319375276565552"
"93","1.749190092086792","1.749190092086792","1.749190092086792","1.7504733800888062","1.7504733800888062","1.7504733800888062","1.7886370420455933","1.7886370420455933","1.7886370420455933","1.7196154594421387","1.7196154594421387","1.7196154594421387"
"94","1.7459467649459839","1.7459467649459839","1.7459467649459839","1.7440998554229736","1.7440998554229736","1.7440998554229736","1.7189643383026123","1.7189643383026123","1.7189643383026123","1.711748719215393","1.711748719215393","1.711748719215393"
"95","1.760115146636963","1.760115146636963","1.760115146636963","1.7731142044067383","1.7731142044067383","1.7731142044067383","1.7815272808074951","1.7815272808074951","1.7815272808074951","1.7425994873046875","1.7425994873046875","1.7425994873046875"
"96","1.7643967866897583","1.7643967866897583","1.7643967866897583","1.8019933700561523","1.8019933700561523","1.8019933700561523","1.7797441482543945","1.7797441482543945","1.7797441482543945","1.7408382892608643","1.7408382892608643","1.7408382892608643"
"97","1.7057697772979736","1.7057697772979736","1.7057697772979736","1.7746164798736572","1.7746164798736572","1.7746164798736572","1.7651667594909668","1.7651667594909668","1.7651667594909668","1.6643935441970825","1.6643935441970825","1.6643935441970825"
"98","1.76809823513031","1.76809823513031","1.76809823513031","1.78045654296875","1.78045654296875","1.78045654296875","1.7234203815460205","1.7234203815460205","1.7234203815460205","1.718777060508728","1.718777060508728","1.718777060508728"
"99","1.7613263130187988","1.7613263130187988","1.7613263130187988","1.790903091430664","1.790903091430664","1.790903091430664","1.7898519039154053","1.7898519039154053","1.7898519039154053","1.760504961013794","1.760504961013794","1.760504961013794"
"100","1.7581361532211304","1.7581361532211304","1.7581361532211304","1.7374900579452515","1.7374900579452515","1.7374900579452515","1.7588468790054321","1.7588468790054321","1.7588468790054321","1.6795454025268555","1.6795454025268555","1.6795454025268555"
"101","1.7604643106460571","1.7604643106460571","1.7604643106460571","1.783160924911499","1.783160924911499","1.783160924911499","1.763014316558838","1.763014316558838","1.763014316558838","1.641854166984558","1.641854166984558","1.641854166984558"
"102","1.6984033584594727","1.6984033584594727","1.6984033584594727","1.7868773937225342","1.7868773937225342","1.7868773937225342","1.7223559617996216","1.7223559617996216","1.7223559617996216","1.73845374584198","1.73845374584198","1.73845374584198"
"103","1.765205979347229","1.765205979347229","1.765205979347229","1.7654001712799072","1.7654001712799072","1.7654001712799072","1.7482948303222656","1.7482948303222656","1.7482948303222656","1.7710189819335938","1.7710189819335938","1.7710189819335938"
"104","1.7243196964263916","1.7243196964263916","1.7243196964263916","1.759971022605896","1.759971022605896","1.759971022605896","1.7410067319869995","1.7410067319869995","1.7410067319869995","1.682145357131958","1.682145357131958","1.682145357131958"
"105","1.7549991607666016","1.7549991607666016","1.7549991607666016","1.7253162860870361","1.7253162860870361","1.7253162860870361","1.76076340675354","1.76076340675354","1.76076340675354","1.7192606925964355","1.7192606925964355","1.7192606925964355"
"106","1.75955069065094","1.75955069065094","1.75955069065094","1.7660696506500244","1.7660696506500244","1.7660696506500244","1.7471421957015991","1.7471421957015991","1.7471421957015991","1.7414007186889648","1.7414007186889648","1.7414007186889648"
"107","1.7573353052139282","1.7573353052139282","1.7573353052139282","1.7390893697738647","1.7390893697738647","1.7390893697738647","1.7334425449371338","1.7334425449371338","1.7334425449371338","1.7527884244918823","1.7527884244918823","1.7527884244918823"
"108","1.71980881690979","1.71980881690979","1.71980881690979","1.7170482873916626","1.7170482873916626","1.7170482873916626","1.7235628366470337","1.7235628366470337","1.7235628366470337","1.7640838623046875","1.7640838623046875","1.7640838623046875"
"109","1.754947304725647","1.754947304725647","1.754947304725647","1.7529268264770508","1.7529268264770508","1.7529268264770508","1.7559123039245605","1.7559123039245605","1.7559123039245605","1.8040921688079834","1.8040921688079834","1.8040921688079834"
"110","1.7837320566177368","1.7837320566177368","1.7837320566177368","1.7396812438964844","1.7396812438964844","1.7396812438964844","1.7736804485321045","1.7736804485321045","1.7736804485321045","1.732743501663208","1.732743501663208","1.732743501663208"
"111","1.7589001655578613","1.7589001655578613","1.7589001655578613","1.738877296447754","1.738877296447754","1.738877296447754","1.7289363145828247","1.7289363145828247","1.7289363145828247","1.6927731037139893","1.6927731037139893","1.6927731037139893"
"112","1.7103074789047241","1.7103074789047241","1.7103074789047241","1.8208311796188354","1.8208311796188354","1.8208311796188354","1.7804021835327148","1.7804021835327148","1.7804021835327148","1.7437217235565186","1.7437217235565186","1.7437217235565186"
"113","1.736385464668274","1.736385464668274","1.736385464668274","1.7817105054855347","1.7817105054855347","1.7817105054855347","1.7493371963500977","1.7493371963500977","1.7493371963500977","1.750347375869751","1.750347375869751","1.750347375869751"
"114","1.7523475885391235","1.7523475885391235","1.7523475885391235","1.8011500835418701","1.8011500835418701","1.8011500835418701","1.7596110105514526","1.7596110105514526","1.7596110105514526","1.6921610832214355","1.6921610832214355","1.6921610832214355"
"115","1.742258906364441","1.742258906364441","1.742258906364441","1.7822837829589844","1.7822837829589844","1.7822837829589844","1.8119187355041504","1.8119187355041504","1.8119187355041504","1.7212750911712646","1.7212750911712646","1.7212750911712646"
"116","1.7243461608886719","1.7243461608886719","1.7243461608886719","1.7502394914627075","1.7502394914627075","1.7502394914627075","1.7494090795516968","1.7494090795516968","1.7494090795516968","1.6831245422363281","1.6831245422363281","1.6831245422363281"
"117","1.7661546468734741","1.7661546468734741","1.7661546468734741","1.7417391538619995","1.7417391538619995","1.7417391538619995","1.754568338394165","1.754568338394165","1.754568338394165","1.7225512266159058","1.7225512266159058","1.7225512266159058"
"118","1.7815344333648682","1.7815344333648682","1.7815344333648682","1.753077745437622","1.753077745437622","1.753077745437622","1.785688877105713","1.785688877105713","1.785688877105713","1.7275512218475342","1.7275512218475342","1.7275512218475342"
"119","1.771342396736145","1.771342396736145","1.771342396736145","1.7742043733596802","1.7742043733596802","1.7742043733596802","1.7135603427886963","1.7135603427886963","1.7135603427886963","1.7231862545013428","1.7231862545013428","1.7231862545013428"
"120","1.7633382081985474","1.7633382081985474","1.7633382081985474","1.7284481525421143","1.7284481525421143","1.7284481525421143","1.8012410402297974","1.8012410402297974","1.8012410402297974","1.7465424537658691","1.7465424537658691","1.7465424537658691"
"121","1.7691144943237305","1.7691144943237305","1.7691144943237305","1.7612818479537964","1.7612818479537964","1.7612818479537964","1.7464478015899658","1.7464478015899658","1.7464478015899658","1.7205207347869873","1.7205207347869873","1.7205207347869873"
"122","1.7314757108688354","1.7314757108688354","1.7314757108688354","1.7670108079910278","1.7670108079910278","1.7670108079910278","1.7517708539962769","1.7517708539962769","1.7517708539962769","1.7248331308364868","1.7248331308364868","1.7248331308364868"
