"Step","token_ablation - large - 50 - Train Loss","token_ablation - large - 50 - Train Loss__MIN","token_ablation - large - 50 - Train Loss__MAX","token_ablation - large - 20 - Train Loss","token_ablation - large - 20 - Train Loss__MIN","token_ablation - large - 20 - Train Loss__MAX","token_ablation - large - 1 - Train Loss","token_ablation - large - 1 - Train Loss__MIN","token_ablation - large - 1 - Train Loss__MAX","token_ablation - large - 10 - Train Loss","token_ablation - large - 10 - Train Loss__MIN","token_ablation - large - 10 - Train Loss__MAX"
"12","1.5638651847839355","1.5638651847839355","1.5638651847839355","1.4921733140945435","1.4921733140945435","1.4921733140945435","1.0530427694320679","1.0530427694320679","1.0530427694320679","1.245664119720459","1.245664119720459","1.245664119720459"
"13","1.5796966552734375","1.5796966552734375","1.5796966552734375","1.4557304382324219","1.4557304382324219","1.4557304382324219","1.1533734798431396","1.1533734798431396","1.1533734798431396","1.3085167407989502","1.3085167407989502","1.3085167407989502"
"14","1.6085731983184814","1.6085731983184814","1.6085731983184814","1.5573673248291016","1.5573673248291016","1.5573673248291016","1.0931042432785034","1.0931042432785034","1.0931042432785034","1.3206300735473633","1.3206300735473633","1.3206300735473633"
"15","1.6760499477386475","1.6760499477386475","1.6760499477386475","1.5756077766418457","1.5756077766418457","1.5756077766418457","1.1579554080963135","1.1579554080963135","1.1579554080963135","1.446938395500183","1.446938395500183","1.446938395500183"
"16","1.6980514526367188","1.6980514526367188","1.6980514526367188","1.6691296100616455","1.6691296100616455","1.6691296100616455","1.2385610342025757","1.2385610342025757","1.2385610342025757","1.3969228267669678","1.3969228267669678","1.3969228267669678"
"17","1.722726583480835","1.722726583480835","1.722726583480835","1.6928095817565918","1.6928095817565918","1.6928095817565918","1.2802155017852783","1.2802155017852783","1.2802155017852783","1.5000361204147339","1.5000361204147339","1.5000361204147339"
"18","1.6926977634429932","1.6926977634429932","1.6926977634429932","1.6787385940551758","1.6787385940551758","1.6787385940551758","1.249542236328125","1.249542236328125","1.249542236328125","1.4998831748962402","1.4998831748962402","1.4998831748962402"
"19","1.6462435722351074","1.6462435722351074","1.6462435722351074","1.607360601425171","1.607360601425171","1.607360601425171","1.4106731414794922","1.4106731414794922","1.4106731414794922","1.551619291305542","1.551619291305542","1.551619291305542"
"20","1.684791922569275","1.684791922569275","1.684791922569275","1.6542978286743164","1.6542978286743164","1.6542978286743164","1.3374764919281006","1.3374764919281006","1.3374764919281006","1.551920771598816","1.551920771598816","1.551920771598816"
"21","1.6036378145217896","1.6036378145217896","1.6036378145217896","1.6741626262664795","1.6741626262664795","1.6741626262664795","1.4312403202056885","1.4312403202056885","1.4312403202056885","1.4603590965270996","1.4603590965270996","1.4603590965270996"
"22","1.6837060451507568","1.6837060451507568","1.6837060451507568","1.6208200454711914","1.6208200454711914","1.6208200454711914","1.5123560428619385","1.5123560428619385","1.5123560428619385","1.6678228378295898","1.6678228378295898","1.6678228378295898"
"23","1.608976125717163","1.608976125717163","1.608976125717163","1.647465705871582","1.647465705871582","1.647465705871582","1.4411242008209229","1.4411242008209229","1.4411242008209229","1.674252986907959","1.674252986907959","1.674252986907959"
"24","1.6617677211761475","1.6617677211761475","1.6617677211761475","1.6994115114212036","1.6994115114212036","1.6994115114212036","1.4850413799285889","1.4850413799285889","1.4850413799285889","1.567201018333435","1.567201018333435","1.567201018333435"
"25","1.6641027927398682","1.6641027927398682","1.6641027927398682","1.6714756488800049","1.6714756488800049","1.6714756488800049","1.3685815334320068","1.3685815334320068","1.3685815334320068","1.6649996042251587","1.6649996042251587","1.6649996042251587"
"26","1.5976518392562866","1.5976518392562866","1.5976518392562866","1.6270387172698975","1.6270387172698975","1.6270387172698975","1.5220699310302734","1.5220699310302734","1.5220699310302734","1.7433416843414307","1.7433416843414307","1.7433416843414307"
"27","1.649057149887085","1.649057149887085","1.649057149887085","1.719947099685669","1.719947099685669","1.719947099685669","1.671797752380371","1.671797752380371","1.671797752380371","1.6450341939926147","1.6450341939926147","1.6450341939926147"
"28","1.6102302074432373","1.6102302074432373","1.6102302074432373","1.6974400281906128","1.6974400281906128","1.6974400281906128","1.531004548072815","1.531004548072815","1.531004548072815","1.6259331703186035","1.6259331703186035","1.6259331703186035"
"29","1.6734131574630737","1.6734131574630737","1.6734131574630737","1.6679627895355225","1.6679627895355225","1.6679627895355225","1.554930567741394","1.554930567741394","1.554930567741394","1.685807466506958","1.685807466506958","1.685807466506958"
"30","1.6483643054962158","1.6483643054962158","1.6483643054962158","1.7502329349517822","1.7502329349517822","1.7502329349517822","1.6551449298858643","1.6551449298858643","1.6551449298858643","1.6836212873458862","1.6836212873458862","1.6836212873458862"
"31","1.6204802989959717","1.6204802989959717","1.6204802989959717","1.7048115730285645","1.7048115730285645","1.7048115730285645","1.6264362335205078","1.6264362335205078","1.6264362335205078","1.6751395463943481","1.6751395463943481","1.6751395463943481"
"32","1.7352514266967773","1.7352514266967773","1.7352514266967773","1.7079461812973022","1.7079461812973022","1.7079461812973022","1.6512410640716553","1.6512410640716553","1.6512410640716553","1.7045153379440308","1.7045153379440308","1.7045153379440308"
"33","1.6560533046722412","1.6560533046722412","1.6560533046722412","1.7381346225738525","1.7381346225738525","1.7381346225738525","1.6118993759155273","1.6118993759155273","1.6118993759155273","1.6915106773376465","1.6915106773376465","1.6915106773376465"
"34","1.658310890197754","1.658310890197754","1.658310890197754","1.7237237691879272","1.7237237691879272","1.7237237691879272","1.6996057033538818","1.6996057033538818","1.6996057033538818","1.634293794631958","1.634293794631958","1.634293794631958"
"35","1.6767152547836304","1.6767152547836304","1.6767152547836304","1.6603999137878418","1.6603999137878418","1.6603999137878418","1.573743224143982","1.573743224143982","1.573743224143982","1.6883183717727661","1.6883183717727661","1.6883183717727661"
"36","1.6110436916351318","1.6110436916351318","1.6110436916351318","1.6512019634246826","1.6512019634246826","1.6512019634246826","1.7177813053131104","1.7177813053131104","1.7177813053131104","1.639552354812622","1.639552354812622","1.639552354812622"
"37","1.7489268779754639","1.7489268779754639","1.7489268779754639","1.684328556060791","1.684328556060791","1.684328556060791","1.6625430583953857","1.6625430583953857","1.6625430583953857","1.656801700592041","1.656801700592041","1.656801700592041"
"38","1.72943115234375","1.72943115234375","1.72943115234375","1.7047655582427979","1.7047655582427979","1.7047655582427979","1.6752687692642212","1.6752687692642212","1.6752687692642212","1.6722261905670166","1.6722261905670166","1.6722261905670166"
"39","1.7455989122390747","1.7455989122390747","1.7455989122390747","1.6662631034851074","1.6662631034851074","1.6662631034851074","1.7037909030914307","1.7037909030914307","1.7037909030914307","1.712600827217102","1.712600827217102","1.712600827217102"
"40","1.7052249908447266","1.7052249908447266","1.7052249908447266","1.693543553352356","1.693543553352356","1.693543553352356","1.6905896663665771","1.6905896663665771","1.6905896663665771","1.7038830518722534","1.7038830518722534","1.7038830518722534"
"41","1.6430339813232422","1.6430339813232422","1.6430339813232422","1.688073992729187","1.688073992729187","1.688073992729187","1.7231495380401611","1.7231495380401611","1.7231495380401611","1.6149132251739502","1.6149132251739502","1.6149132251739502"
"42","1.693424940109253","1.693424940109253","1.693424940109253","1.6951990127563477","1.6951990127563477","1.6951990127563477","1.6535499095916748","1.6535499095916748","1.6535499095916748","1.6971198320388794","1.6971198320388794","1.6971198320388794"
"43","1.688341498374939","1.688341498374939","1.688341498374939","1.6800463199615479","1.6800463199615479","1.6800463199615479","1.6668102741241455","1.6668102741241455","1.6668102741241455","1.7069590091705322","1.7069590091705322","1.7069590091705322"
"44","1.6506969928741455","1.6506969928741455","1.6506969928741455","1.7255605459213257","1.7255605459213257","1.7255605459213257","1.7040629386901855","1.7040629386901855","1.7040629386901855","1.6643962860107422","1.6643962860107422","1.6643962860107422"
"45","1.7434452772140503","1.7434452772140503","1.7434452772140503","1.7569714784622192","1.7569714784622192","1.7569714784622192","1.7035658359527588","1.7035658359527588","1.7035658359527588","1.7247296571731567","1.7247296571731567","1.7247296571731567"
"46","1.7057181596755981","1.7057181596755981","1.7057181596755981","1.7453759908676147","1.7453759908676147","1.7453759908676147","1.6981425285339355","1.6981425285339355","1.6981425285339355","1.7237098217010498","1.7237098217010498","1.7237098217010498"
"47","1.6790330410003662","1.6790330410003662","1.6790330410003662","1.6358869075775146","1.6358869075775146","1.6358869075775146","1.6609437465667725","1.6609437465667725","1.6609437465667725","1.7360703945159912","1.7360703945159912","1.7360703945159912"
"48","1.6822874546051025","1.6822874546051025","1.6822874546051025","1.7745577096939087","1.7745577096939087","1.7745577096939087","1.6670587062835693","1.6670587062835693","1.6670587062835693","1.7317719459533691","1.7317719459533691","1.7317719459533691"
"49","1.7430717945098877","1.7430717945098877","1.7430717945098877","1.6857242584228516","1.6857242584228516","1.6857242584228516","1.6692334413528442","1.6692334413528442","1.6692334413528442","1.7451176643371582","1.7451176643371582","1.7451176643371582"
"50","1.7067859172821045","1.7067859172821045","1.7067859172821045","1.7457553148269653","1.7457553148269653","1.7457553148269653","1.7117424011230469","1.7117424011230469","1.7117424011230469","1.7309919595718384","1.7309919595718384","1.7309919595718384"
"51","1.7065156698226929","1.7065156698226929","1.7065156698226929","1.722967267036438","1.722967267036438","1.722967267036438","1.7449049949645996","1.7449049949645996","1.7449049949645996","1.7046055793762207","1.7046055793762207","1.7046055793762207"
"52","1.6584460735321045","1.6584460735321045","1.6584460735321045","1.679803490638733","1.679803490638733","1.679803490638733","1.6563072204589844","1.6563072204589844","1.6563072204589844","1.7234740257263184","1.7234740257263184","1.7234740257263184"
"53","1.6895182132720947","1.6895182132720947","1.6895182132720947","1.759467601776123","1.759467601776123","1.759467601776123","1.7536427974700928","1.7536427974700928","1.7536427974700928","1.7682714462280273","1.7682714462280273","1.7682714462280273"
"54","1.7433818578720093","1.7433818578720093","1.7433818578720093","1.7535836696624756","1.7535836696624756","1.7535836696624756","1.716724157333374","1.716724157333374","1.716724157333374","1.6283581256866455","1.6283581256866455","1.6283581256866455"
"55","1.6603983640670776","1.6603983640670776","1.6603983640670776","1.7189035415649414","1.7189035415649414","1.7189035415649414","1.7109986543655396","1.7109986543655396","1.7109986543655396","1.691821575164795","1.691821575164795","1.691821575164795"
"56","1.7445063591003418","1.7445063591003418","1.7445063591003418","1.7199375629425049","1.7199375629425049","1.7199375629425049","1.710267424583435","1.710267424583435","1.710267424583435","1.7375330924987793","1.7375330924987793","1.7375330924987793"
"57","1.7428605556488037","1.7428605556488037","1.7428605556488037","1.676943302154541","1.676943302154541","1.676943302154541","1.683901309967041","1.683901309967041","1.683901309967041","1.710750937461853","1.710750937461853","1.710750937461853"
"58","1.7687630653381348","1.7687630653381348","1.7687630653381348","1.7289069890975952","1.7289069890975952","1.7289069890975952","1.7168667316436768","1.7168667316436768","1.7168667316436768","1.6930238008499146","1.6930238008499146","1.6930238008499146"
"59","1.7438300848007202","1.7438300848007202","1.7438300848007202","1.6602098941802979","1.6602098941802979","1.6602098941802979","1.7463626861572266","1.7463626861572266","1.7463626861572266","1.7130744457244873","1.7130744457244873","1.7130744457244873"
"60","1.6959705352783203","1.6959705352783203","1.6959705352783203","1.7218754291534424","1.7218754291534424","1.7218754291534424","1.7034404277801514","1.7034404277801514","1.7034404277801514","1.7073262929916382","1.7073262929916382","1.7073262929916382"
"61","1.684169888496399","1.684169888496399","1.684169888496399","1.749600887298584","1.749600887298584","1.749600887298584","1.7051277160644531","1.7051277160644531","1.7051277160644531","1.6962850093841553","1.6962850093841553","1.6962850093841553"
"62","1.751328945159912","1.751328945159912","1.751328945159912","1.6890027523040771","1.6890027523040771","1.6890027523040771","1.7197976112365723","1.7197976112365723","1.7197976112365723","1.7293777465820312","1.7293777465820312","1.7293777465820312"
"63","1.7039109468460083","1.7039109468460083","1.7039109468460083","1.714990496635437","1.714990496635437","1.714990496635437","1.6909258365631104","1.6909258365631104","1.6909258365631104","1.7171061038970947","1.7171061038970947","1.7171061038970947"
"64","1.6977263689041138","1.6977263689041138","1.6977263689041138","1.730004072189331","1.730004072189331","1.730004072189331","1.7262916564941406","1.7262916564941406","1.7262916564941406","1.71604585647583","1.71604585647583","1.71604585647583"
"65","1.699074625968933","1.699074625968933","1.699074625968933","1.7372232675552368","1.7372232675552368","1.7372232675552368","1.7286534309387207","1.7286534309387207","1.7286534309387207","1.7179540395736694","1.7179540395736694","1.7179540395736694"
"66","1.663978934288025","1.663978934288025","1.663978934288025","1.7729803323745728","1.7729803323745728","1.7729803323745728","1.736457109451294","1.736457109451294","1.736457109451294","1.7851715087890625","1.7851715087890625","1.7851715087890625"
"67","1.7652397155761719","1.7652397155761719","1.7652397155761719","1.792165994644165","1.792165994644165","1.792165994644165","1.732727289199829","1.732727289199829","1.732727289199829","1.7242354154586792","1.7242354154586792","1.7242354154586792"
"68","1.746340274810791","1.746340274810791","1.746340274810791","1.7487163543701172","1.7487163543701172","1.7487163543701172","1.7598578929901123","1.7598578929901123","1.7598578929901123","1.7741754055023193","1.7741754055023193","1.7741754055023193"
"69","1.7861543893814087","1.7861543893814087","1.7861543893814087","1.712418794631958","1.712418794631958","1.712418794631958","1.7497608661651611","1.7497608661651611","1.7497608661651611","1.7200030088424683","1.7200030088424683","1.7200030088424683"
"70","1.7488067150115967","1.7488067150115967","1.7488067150115967","1.716381549835205","1.716381549835205","1.716381549835205","1.7343413829803467","1.7343413829803467","1.7343413829803467","1.723283290863037","1.723283290863037","1.723283290863037"
"71","1.7487001419067383","1.7487001419067383","1.7487001419067383","1.773362398147583","1.773362398147583","1.773362398147583","1.7642884254455566","1.7642884254455566","1.7642884254455566","1.7534515857696533","1.7534515857696533","1.7534515857696533"
"72","1.7637269496917725","1.7637269496917725","1.7637269496917725","1.7433457374572754","1.7433457374572754","1.7433457374572754","1.736469030380249","1.736469030380249","1.736469030380249","1.745737910270691","1.745737910270691","1.745737910270691"
"73","1.7802703380584717","1.7802703380584717","1.7802703380584717","1.8017829656600952","1.8017829656600952","1.8017829656600952","1.7157833576202393","1.7157833576202393","1.7157833576202393","1.7075462341308594","1.7075462341308594","1.7075462341308594"
"74","1.6668663024902344","1.6668663024902344","1.6668663024902344","1.774024486541748","1.774024486541748","1.774024486541748","1.7153534889221191","1.7153534889221191","1.7153534889221191","1.7289071083068848","1.7289071083068848","1.7289071083068848"
"75","1.741680383682251","1.741680383682251","1.741680383682251","1.7742984294891357","1.7742984294891357","1.7742984294891357","1.66995370388031","1.66995370388031","1.66995370388031","1.7154356241226196","1.7154356241226196","1.7154356241226196"
"76","1.721750020980835","1.721750020980835","1.721750020980835","1.7543973922729492","1.7543973922729492","1.7543973922729492","1.710450291633606","1.710450291633606","1.710450291633606","1.7816165685653687","1.7816165685653687","1.7816165685653687"
"77","1.7166101932525635","1.7166101932525635","1.7166101932525635","1.7293946743011475","1.7293946743011475","1.7293946743011475","1.69380784034729","1.69380784034729","1.69380784034729","1.7255308628082275","1.7255308628082275","1.7255308628082275"
"78","1.7233017683029175","1.7233017683029175","1.7233017683029175","1.7323468923568726","1.7323468923568726","1.7323468923568726","1.7268404960632324","1.7268404960632324","1.7268404960632324","1.7601869106292725","1.7601869106292725","1.7601869106292725"
"79","1.7656254768371582","1.7656254768371582","1.7656254768371582","1.7023800611495972","1.7023800611495972","1.7023800611495972","1.6310245990753174","1.6310245990753174","1.6310245990753174","1.721632480621338","1.721632480621338","1.721632480621338"
"80","1.759076714515686","1.759076714515686","1.759076714515686","1.7412893772125244","1.7412893772125244","1.7412893772125244","1.7243378162384033","1.7243378162384033","1.7243378162384033","1.767751693725586","1.767751693725586","1.767751693725586"
"81","1.7171016931533813","1.7171016931533813","1.7171016931533813","1.7055737972259521","1.7055737972259521","1.7055737972259521","1.7606334686279297","1.7606334686279297","1.7606334686279297","1.7127692699432373","1.7127692699432373","1.7127692699432373"
"82","1.7287517786026","1.7287517786026","1.7287517786026","1.7504377365112305","1.7504377365112305","1.7504377365112305","1.7430607080459595","1.7430607080459595","1.7430607080459595","1.7351984977722168","1.7351984977722168","1.7351984977722168"
"83","1.7846336364746094","1.7846336364746094","1.7846336364746094","1.7722938060760498","1.7722938060760498","1.7722938060760498","1.693765640258789","1.693765640258789","1.693765640258789","1.748174786567688","1.748174786567688","1.748174786567688"
"84","1.7475578784942627","1.7475578784942627","1.7475578784942627","1.6968364715576172","1.6968364715576172","1.6968364715576172","1.6650989055633545","1.6650989055633545","1.6650989055633545","1.7367174625396729","1.7367174625396729","1.7367174625396729"
"85","1.7699995040893555","1.7699995040893555","1.7699995040893555","1.781831979751587","1.781831979751587","1.781831979751587","1.6989076137542725","1.6989076137542725","1.6989076137542725","1.7824546098709106","1.7824546098709106","1.7824546098709106"
"86","1.7708910703659058","1.7708910703659058","1.7708910703659058","1.7550814151763916","1.7550814151763916","1.7550814151763916","1.7182525396347046","1.7182525396347046","1.7182525396347046","1.775901198387146","1.775901198387146","1.775901198387146"
"87","1.7715067863464355","1.7715067863464355","1.7715067863464355","1.784791111946106","1.784791111946106","1.784791111946106","1.7716975212097168","1.7716975212097168","1.7716975212097168","1.7822492122650146","1.7822492122650146","1.7822492122650146"
"88","1.7848801612854004","1.7848801612854004","1.7848801612854004","1.7360143661499023","1.7360143661499023","1.7360143661499023","1.7120674848556519","1.7120674848556519","1.7120674848556519","1.724574327468872","1.724574327468872","1.724574327468872"
"89","1.7330563068389893","1.7330563068389893","1.7330563068389893","1.7481393814086914","1.7481393814086914","1.7481393814086914","1.675408124923706","1.675408124923706","1.675408124923706","1.7790820598602295","1.7790820598602295","1.7790820598602295"
"90","1.8060977458953857","1.8060977458953857","1.8060977458953857","1.7469191551208496","1.7469191551208496","1.7469191551208496","1.716223120689392","1.716223120689392","1.716223120689392","1.7451465129852295","1.7451465129852295","1.7451465129852295"
"91","1.729590892791748","1.729590892791748","1.729590892791748","1.7538933753967285","1.7538933753967285","1.7538933753967285","1.734861969947815","1.734861969947815","1.734861969947815","1.752456784248352","1.752456784248352","1.752456784248352"
"92","1.7104370594024658","1.7104370594024658","1.7104370594024658","1.7580370903015137","1.7580370903015137","1.7580370903015137","1.716958999633789","1.716958999633789","1.716958999633789","1.755590796470642","1.755590796470642","1.755590796470642"
"93","1.797165036201477","1.797165036201477","1.797165036201477","1.7428141832351685","1.7428141832351685","1.7428141832351685","1.749636173248291","1.749636173248291","1.749636173248291","1.652306079864502","1.652306079864502","1.652306079864502"
"94","1.7470691204071045","1.7470691204071045","1.7470691204071045","1.7548425197601318","1.7548425197601318","1.7548425197601318","1.696176528930664","1.696176528930664","1.696176528930664","1.781691074371338","1.781691074371338","1.781691074371338"
"95","1.7278079986572266","1.7278079986572266","1.7278079986572266","1.765340805053711","1.765340805053711","1.765340805053711","1.7618248462677002","1.7618248462677002","1.7618248462677002","1.7651020288467407","1.7651020288467407","1.7651020288467407"
"96","1.782896876335144","1.782896876335144","1.782896876335144","1.7493265867233276","1.7493265867233276","1.7493265867233276","1.701360821723938","1.701360821723938","1.701360821723938","1.7676262855529785","1.7676262855529785","1.7676262855529785"
"97","1.7157108783721924","1.7157108783721924","1.7157108783721924","1.7173125743865967","1.7173125743865967","1.7173125743865967","1.7612764835357666","1.7612764835357666","1.7612764835357666","1.7446168661117554","1.7446168661117554","1.7446168661117554"
"98","1.7240649461746216","1.7240649461746216","1.7240649461746216","1.7746665477752686","1.7746665477752686","1.7746665477752686","1.6926052570343018","1.6926052570343018","1.6926052570343018","1.7847234010696411","1.7847234010696411","1.7847234010696411"
"99","1.8249788284301758","1.8249788284301758","1.8249788284301758","1.771096110343933","1.771096110343933","1.771096110343933","1.6739715337753296","1.6739715337753296","1.6739715337753296","1.7268054485321045","1.7268054485321045","1.7268054485321045"
"100","1.7948088645935059","1.7948088645935059","1.7948088645935059","1.7935916185379028","1.7935916185379028","1.7935916185379028","1.7257940769195557","1.7257940769195557","1.7257940769195557","1.7878296375274658","1.7878296375274658","1.7878296375274658"
"101","1.7863560914993286","1.7863560914993286","1.7863560914993286","1.7995026111602783","1.7995026111602783","1.7995026111602783","1.768112301826477","1.768112301826477","1.768112301826477","1.7798173427581787","1.7798173427581787","1.7798173427581787"
"102","1.742726445198059","1.742726445198059","1.742726445198059","1.8040361404418945","1.8040361404418945","1.8040361404418945","1.7091426849365234","1.7091426849365234","1.7091426849365234","1.737526297569275","1.737526297569275","1.737526297569275"
"103","1.7807128429412842","1.7807128429412842","1.7807128429412842","1.8045132160186768","1.8045132160186768","1.8045132160186768","1.7159395217895508","1.7159395217895508","1.7159395217895508","1.7192394733428955","1.7192394733428955","1.7192394733428955"
"104","1.7670485973358154","1.7670485973358154","1.7670485973358154","1.7500545978546143","1.7500545978546143","1.7500545978546143","1.7308282852172852","1.7308282852172852","1.7308282852172852","1.742682695388794","1.742682695388794","1.742682695388794"
"105","1.7947289943695068","1.7947289943695068","1.7947289943695068","1.7847230434417725","1.7847230434417725","1.7847230434417725","1.7062170505523682","1.7062170505523682","1.7062170505523682","1.7496707439422607","1.7496707439422607","1.7496707439422607"
"106","1.7957572937011719","1.7957572937011719","1.7957572937011719","1.7867556810379028","1.7867556810379028","1.7867556810379028","1.7330454587936401","1.7330454587936401","1.7330454587936401","1.7374341487884521","1.7374341487884521","1.7374341487884521"
"107","1.8011689186096191","1.8011689186096191","1.8011689186096191","1.7512506246566772","1.7512506246566772","1.7512506246566772","1.7252986431121826","1.7252986431121826","1.7252986431121826","1.7440357208251953","1.7440357208251953","1.7440357208251953"
"108","1.767708659172058","1.767708659172058","1.767708659172058","1.7264759540557861","1.7264759540557861","1.7264759540557861","1.7482061386108398","1.7482061386108398","1.7482061386108398","1.6845159530639648","1.6845159530639648","1.6845159530639648"
"109","1.7840657234191895","1.7840657234191895","1.7840657234191895","1.7961528301239014","1.7961528301239014","1.7961528301239014","1.7325185537338257","1.7325185537338257","1.7325185537338257","1.79451584815979","1.79451584815979","1.79451584815979"
"110","1.7571887969970703","1.7571887969970703","1.7571887969970703","1.7788479328155518","1.7788479328155518","1.7788479328155518","1.6783677339553833","1.6783677339553833","1.6783677339553833","1.7312674522399902","1.7312674522399902","1.7312674522399902"
"111","1.7924342155456543","1.7924342155456543","1.7924342155456543","1.746553659439087","1.746553659439087","1.746553659439087","1.7749087810516357","1.7749087810516357","1.7749087810516357","1.7239203453063965","1.7239203453063965","1.7239203453063965"
"112","1.7979774475097656","1.7979774475097656","1.7979774475097656","1.756672739982605","1.756672739982605","1.756672739982605","1.6968517303466797","1.6968517303466797","1.6968517303466797","1.772977352142334","1.772977352142334","1.772977352142334"
"113","1.7668728828430176","1.7668728828430176","1.7668728828430176","1.7127902507781982","1.7127902507781982","1.7127902507781982","1.683258295059204","1.683258295059204","1.683258295059204","1.730072259902954","1.730072259902954","1.730072259902954"
"114","1.7148280143737793","1.7148280143737793","1.7148280143737793","1.7903156280517578","1.7903156280517578","1.7903156280517578","1.7510305643081665","1.7510305643081665","1.7510305643081665","1.7524763345718384","1.7524763345718384","1.7524763345718384"
"115","1.8145341873168945","1.8145341873168945","1.8145341873168945","1.7489345073699951","1.7489345073699951","1.7489345073699951","1.6575567722320557","1.6575567722320557","1.6575567722320557","1.7697327136993408","1.7697327136993408","1.7697327136993408"
"116","1.7429507970809937","1.7429507970809937","1.7429507970809937","1.7762796878814697","1.7762796878814697","1.7762796878814697","1.6997522115707397","1.6997522115707397","1.6997522115707397","1.7436938285827637","1.7436938285827637","1.7436938285827637"
"117","1.768844485282898","1.768844485282898","1.768844485282898","1.7464721202850342","1.7464721202850342","1.7464721202850342","1.7523198127746582","1.7523198127746582","1.7523198127746582","1.7389332056045532","1.7389332056045532","1.7389332056045532"
"118","1.758824110031128","1.758824110031128","1.758824110031128","1.826699137687683","1.826699137687683","1.826699137687683","1.6640050411224365","1.6640050411224365","1.6640050411224365","1.7410000562667847","1.7410000562667847","1.7410000562667847"
"119","1.8237559795379639","1.8237559795379639","1.8237559795379639","1.779447078704834","1.779447078704834","1.779447078704834","1.7753710746765137","1.7753710746765137","1.7753710746765137","1.7585808038711548","1.7585808038711548","1.7585808038711548"
"120","1.7628159523010254","1.7628159523010254","1.7628159523010254","1.717348337173462","1.717348337173462","1.717348337173462","1.7218761444091797","1.7218761444091797","1.7218761444091797","1.7152912616729736","1.7152912616729736","1.7152912616729736"
"121","1.7761321067810059","1.7761321067810059","1.7761321067810059","1.7947256565093994","1.7947256565093994","1.7947256565093994","1.7245173454284668","1.7245173454284668","1.7245173454284668","1.7743275165557861","1.7743275165557861","1.7743275165557861"
"122","1.8221886157989502","1.8221886157989502","1.8221886157989502","1.723210096359253","1.723210096359253","1.723210096359253","1.7089979648590088","1.7089979648590088","1.7089979648590088","1.7541120052337646","1.7541120052337646","1.7541120052337646"
