"Step","deit3_huge_patch14_224 - train robustness - Train Loss Invariance","deit3_huge_patch14_224 - train robustness - Train Loss Invariance__MIN","deit3_huge_patch14_224 - train robustness - Train Loss Invariance__MAX","openclip_vitl14 - train robustness - Train Loss Invariance","openclip_vitl14 - train robustness - Train Loss Invariance__MIN","openclip_vitl14 - train robustness - Train Loss Invariance__MAX","openclip_vith14 - train robustness - Train Loss Invariance","openclip_vith14 - train robustness - Train Loss Invariance__MIN","openclip_vith14 - train robustness - Train Loss Invariance__MAX","openclip_vitb16 - train robustness - Train Loss Invariance","openclip_vitb16 - train robustness - Train Loss Invariance__MIN","openclip_vitb16 - train robustness - Train Loss Invariance__MAX","deit3_large_patch16_224 - train robustness - Train Loss Invariance","deit3_large_patch16_224 - train robustness - Train Loss Invariance__MIN","deit3_large_patch16_224 - train robustness - Train Loss Invariance__MAX","deit3_base_patch16_224 - train robustness - Train Loss Invariance","deit3_base_patch16_224 - train robustness - Train Loss Invariance__MIN","deit3_base_patch16_224 - train robustness - Train Loss Invariance__MAX"
"22","0.7945653796195984","0.7945653796195984","0.7945653796195984","0.9171702861785889","0.9171702861785889","0.9171702861785889","0.9590146541595459","0.9590146541595459","0.9590146541595459","0.9390854835510254","0.9390854835510254","0.9390854835510254","0.8501973152160645","0.8501973152160645","0.8501973152160645","0.8223872184753418","0.8223872184753418","0.8223872184753418"
"23","0.8256174325942993","0.8256174325942993","0.8256174325942993","0.9218688011169434","0.9218688011169434","0.9218688011169434","0.9472208619117737","0.9472208619117737","0.9472208619117737","0.9296083450317383","0.9296083450317383","0.9296083450317383","0.8398064374923706","0.8398064374923706","0.8398064374923706","0.8151702880859375","0.8151702880859375","0.8151702880859375"
"24","0.8225208520889282","0.8225208520889282","0.8225208520889282","0.951819896697998","0.951819896697998","0.951819896697998","0.938770055770874","0.938770055770874","0.938770055770874","0.9012552499771118","0.9012552499771118","0.9012552499771118","0.8115625977516174","0.8115625977516174","0.8115625977516174","0.8358948230743408","0.8358948230743408","0.8358948230743408"
"25","0.8363347053527832","0.8363347053527832","0.8363347053527832","0.9468223452568054","0.9468223452568054","0.9468223452568054","0.9600182175636292","0.9600182175636292","0.9600182175636292","0.9327452778816223","0.9327452778816223","0.9327452778816223","0.8260144591331482","0.8260144591331482","0.8260144591331482","0.8054875135421753","0.8054875135421753","0.8054875135421753"
"26","0.8262441754341125","0.8262441754341125","0.8262441754341125","0.951610803604126","0.951610803604126","0.951610803604126","0.9618302583694458","0.9618302583694458","0.9618302583694458","0.9068912267684937","0.9068912267684937","0.9068912267684937","0.8551270365715027","0.8551270365715027","0.8551270365715027","0.7913786172866821","0.7913786172866821","0.7913786172866821"
"27","0.841702401638031","0.841702401638031","0.841702401638031","0.944699764251709","0.944699764251709","0.944699764251709","0.961835503578186","0.961835503578186","0.961835503578186","0.9195564985275269","0.9195564985275269","0.9195564985275269","0.8518821001052856","0.8518821001052856","0.8518821001052856","0.7873479723930359","0.7873479723930359","0.7873479723930359"
"28","0.8248584866523743","0.8248584866523743","0.8248584866523743","0.9672225713729858","0.9672225713729858","0.9672225713729858","0.9442054629325867","0.9442054629325867","0.9442054629325867","0.9019367694854736","0.9019367694854736","0.9019367694854736","0.837866485118866","0.837866485118866","0.837866485118866","0.7929522395133972","0.7929522395133972","0.7929522395133972"
"29","0.8390108346939087","0.8390108346939087","0.8390108346939087","0.9532118439674377","0.9532118439674377","0.9532118439674377","0.9456841945648193","0.9456841945648193","0.9456841945648193","0.9304276704788208","0.9304276704788208","0.9304276704788208","0.869577169418335","0.869577169418335","0.869577169418335","0.8207244873046875","0.8207244873046875","0.8207244873046875"
"30","0.8317441940307617","0.8317441940307617","0.8317441940307617","0.9679335355758667","0.9679335355758667","0.9679335355758667","0.9399428367614746","0.9399428367614746","0.9399428367614746","0.9302884340286255","0.9302884340286255","0.9302884340286255","0.8260214328765869","0.8260214328765869","0.8260214328765869","0.8404271006584167","0.8404271006584167","0.8404271006584167"
"31","0.818367600440979","0.818367600440979","0.818367600440979","0.9513872265815735","0.9513872265815735","0.9513872265815735","0.9414214491844177","0.9414214491844177","0.9414214491844177","0.9273749589920044","0.9273749589920044","0.9273749589920044","0.8471997380256653","0.8471997380256653","0.8471997380256653","0.8209797143936157","0.8209797143936157","0.8209797143936157"
"32","0.8358187079429626","0.8358187079429626","0.8358187079429626","0.9559561014175415","0.9559561014175415","0.9559561014175415","0.9535444974899292","0.9535444974899292","0.9535444974899292","0.9357067942619324","0.9357067942619324","0.9357067942619324","0.8453793525695801","0.8453793525695801","0.8453793525695801","0.8278834819793701","0.8278834819793701","0.8278834819793701"
"33","0.842227578163147","0.842227578163147","0.842227578163147","0.9436575174331665","0.9436575174331665","0.9436575174331665","0.9393830299377441","0.9393830299377441","0.9393830299377441","0.9270632266998291","0.9270632266998291","0.9270632266998291","0.8385593295097351","0.8385593295097351","0.8385593295097351","0.8237508535385132","0.8237508535385132","0.8237508535385132"
"34","0.8167778253555298","0.8167778253555298","0.8167778253555298","0.9570359587669373","0.9570359587669373","0.9570359587669373","0.9405583143234253","0.9405583143234253","0.9405583143234253","0.9425575733184814","0.9425575733184814","0.9425575733184814","0.8394389748573303","0.8394389748573303","0.8394389748573303","0.8508861064910889","0.8508861064910889","0.8508861064910889"
"35","0.8103066682815552","0.8103066682815552","0.8103066682815552","0.9569705724716187","0.9569705724716187","0.9569705724716187","0.9449106454849243","0.9449106454849243","0.9449106454849243","0.9429540634155273","0.9429540634155273","0.9429540634155273","0.8694106936454773","0.8694106936454773","0.8694106936454773","0.8017498254776001","0.8017498254776001","0.8017498254776001"
"36","0.8245155215263367","0.8245155215263367","0.8245155215263367","0.9474804401397705","0.9474804401397705","0.9474804401397705","0.9318259358406067","0.9318259358406067","0.9318259358406067","0.9438912868499756","0.9438912868499756","0.9438912868499756","0.818790853023529","0.818790853023529","0.818790853023529","0.8173670768737793","0.8173670768737793","0.8173670768737793"
"37","0.8192440271377563","0.8192440271377563","0.8192440271377563","0.9500290751457214","0.9500290751457214","0.9500290751457214","0.9234529137611389","0.9234529137611389","0.9234529137611389","0.9201557636260986","0.9201557636260986","0.9201557636260986","0.843334972858429","0.843334972858429","0.843334972858429","0.8389508128166199","0.8389508128166199","0.8389508128166199"
"38","0.8208702206611633","0.8208702206611633","0.8208702206611633","0.9552604556083679","0.9552604556083679","0.9552604556083679","0.9350825548171997","0.9350825548171997","0.9350825548171997","0.9478272795677185","0.9478272795677185","0.9478272795677185","0.8149284720420837","0.8149284720420837","0.8149284720420837","0.8252854347229004","0.8252854347229004","0.8252854347229004"
"39","0.788673460483551","0.788673460483551","0.788673460483551","0.9319546818733215","0.9319546818733215","0.9319546818733215","0.9309805035591125","0.9309805035591125","0.9309805035591125","0.9239658713340759","0.9239658713340759","0.9239658713340759","0.8670135140419006","0.8670135140419006","0.8670135140419006","0.8435651063919067","0.8435651063919067","0.8435651063919067"
"40","0.8235101699829102","0.8235101699829102","0.8235101699829102","0.933861494064331","0.933861494064331","0.933861494064331","0.9548252820968628","0.9548252820968628","0.9548252820968628","0.9356217384338379","0.9356217384338379","0.9356217384338379","0.8118916749954224","0.8118916749954224","0.8118916749954224","0.8330893516540527","0.8330893516540527","0.8330893516540527"
"41","0.8201215863227844","0.8201215863227844","0.8201215863227844","0.9364919066429138","0.9364919066429138","0.9364919066429138","0.9480088949203491","0.9480088949203491","0.9480088949203491","0.9354885816574097","0.9354885816574097","0.9354885816574097","0.8385772705078125","0.8385772705078125","0.8385772705078125","0.8293792605400085","0.8293792605400085","0.8293792605400085"
"42","0.8199003338813782","0.8199003338813782","0.8199003338813782","0.9359523057937622","0.9359523057937622","0.9359523057937622","0.925073504447937","0.925073504447937","0.925073504447937","0.935810387134552","0.935810387134552","0.935810387134552","0.8640997409820557","0.8640997409820557","0.8640997409820557","0.8201159238815308","0.8201159238815308","0.8201159238815308"
"43","0.8689247965812683","0.8689247965812683","0.8689247965812683","0.946783721446991","0.946783721446991","0.946783721446991","0.9579795002937317","0.9579795002937317","0.9579795002937317","0.9424941539764404","0.9424941539764404","0.9424941539764404","0.8750060796737671","0.8750060796737671","0.8750060796737671","0.7761502265930176","0.7761502265930176","0.7761502265930176"
"44","0.8220090866088867","0.8220090866088867","0.8220090866088867","0.9324541091918945","0.9324541091918945","0.9324541091918945","0.9404138326644897","0.9404138326644897","0.9404138326644897","0.9257575273513794","0.9257575273513794","0.9257575273513794","0.8607375621795654","0.8607375621795654","0.8607375621795654","0.825644850730896","0.825644850730896","0.825644850730896"
"45","0.8448657989501953","0.8448657989501953","0.8448657989501953","0.9381519556045532","0.9381519556045532","0.9381519556045532","0.9489654898643494","0.9489654898643494","0.9489654898643494","0.9382695555686951","0.9382695555686951","0.9382695555686951","0.7834330201148987","0.7834330201148987","0.7834330201148987","0.8328042030334473","0.8328042030334473","0.8328042030334473"
"46","0.823529064655304","0.823529064655304","0.823529064655304","0.9452936053276062","0.9452936053276062","0.9452936053276062","0.9302085638046265","0.9302085638046265","0.9302085638046265","0.9309372901916504","0.9309372901916504","0.9309372901916504","0.8115795850753784","0.8115795850753784","0.8115795850753784","0.8097688555717468","0.8097688555717468","0.8097688555717468"
"47","0.8585881590843201","0.8585881590843201","0.8585881590843201","0.952144980430603","0.952144980430603","0.952144980430603","0.9356153011322021","0.9356153011322021","0.9356153011322021","0.9420700073242188","0.9420700073242188","0.9420700073242188","0.8411911725997925","0.8411911725997925","0.8411911725997925","0.8193068504333496","0.8193068504333496","0.8193068504333496"
"48","0.8261324763298035","0.8261324763298035","0.8261324763298035","0.9376752972602844","0.9376752972602844","0.9376752972602844","0.9359017610549927","0.9359017610549927","0.9359017610549927","0.919283926486969","0.919283926486969","0.919283926486969","0.8459790945053101","0.8459790945053101","0.8459790945053101","0.832819938659668","0.832819938659668","0.832819938659668"
"49","0.8120662569999695","0.8120662569999695","0.8120662569999695","0.9275142550468445","0.9275142550468445","0.9275142550468445","0.9371581077575684","0.9371581077575684","0.9371581077575684","0.9394568800926208","0.9394568800926208","0.9394568800926208","0.8695698976516724","0.8695698976516724","0.8695698976516724","0.8039107322692871","0.8039107322692871","0.8039107322692871"
"50","0.8517023324966431","0.8517023324966431","0.8517023324966431","0.9602663516998291","0.9602663516998291","0.9602663516998291","0.9498547911643982","0.9498547911643982","0.9498547911643982","0.9596819877624512","0.9596819877624512","0.9596819877624512","0.8379262685775757","0.8379262685775757","0.8379262685775757","0.8567229509353638","0.8567229509353638","0.8567229509353638"
"51","0.8499460220336914","0.8499460220336914","0.8499460220336914","0.9553126096725464","0.9553126096725464","0.9553126096725464","0.9551474452018738","0.9551474452018738","0.9551474452018738","0.9423103928565979","0.9423103928565979","0.9423103928565979","0.8134748935699463","0.8134748935699463","0.8134748935699463","0.837122917175293","0.837122917175293","0.837122917175293"
"52","0.8303976058959961","0.8303976058959961","0.8303976058959961","0.9253928661346436","0.9253928661346436","0.9253928661346436","0.9532225728034973","0.9532225728034973","0.9532225728034973","0.9392964839935303","0.9392964839935303","0.9392964839935303","0.7880967855453491","0.7880967855453491","0.7880967855453491","0.8646016120910645","0.8646016120910645","0.8646016120910645"
"53","0.8285970687866211","0.8285970687866211","0.8285970687866211","0.9571253657341003","0.9571253657341003","0.9571253657341003","0.9466284513473511","0.9466284513473511","0.9466284513473511","0.944399356842041","0.944399356842041","0.944399356842041","0.8349895477294922","0.8349895477294922","0.8349895477294922","0.8352260589599609","0.8352260589599609","0.8352260589599609"
"54","0.795013427734375","0.795013427734375","0.795013427734375","0.9449698328971863","0.9449698328971863","0.9449698328971863","0.9535400867462158","0.9535400867462158","0.9535400867462158","0.9368385076522827","0.9368385076522827","0.9368385076522827","0.8502488136291504","0.8502488136291504","0.8502488136291504","0.820428729057312","0.820428729057312","0.820428729057312"
"55","0.8192559480667114","0.8192559480667114","0.8192559480667114","0.9472349882125854","0.9472349882125854","0.9472349882125854","0.942038893699646","0.942038893699646","0.942038893699646","0.9486391544342041","0.9486391544342041","0.9486391544342041","0.8465004563331604","0.8465004563331604","0.8465004563331604","0.8156363368034363","0.8156363368034363","0.8156363368034363"
"56","0.8071686029434204","0.8071686029434204","0.8071686029434204","0.9424105882644653","0.9424105882644653","0.9424105882644653","0.9379396438598633","0.9379396438598633","0.9379396438598633","0.9339168071746826","0.9339168071746826","0.9339168071746826","0.8646465539932251","0.8646465539932251","0.8646465539932251","0.8367199301719666","0.8367199301719666","0.8367199301719666"
"57","0.8268691897392273","0.8268691897392273","0.8268691897392273","0.9197401404380798","0.9197401404380798","0.9197401404380798","0.9354596138000488","0.9354596138000488","0.9354596138000488","0.9523850679397583","0.9523850679397583","0.9523850679397583","0.8776550889015198","0.8776550889015198","0.8776550889015198","0.8327417373657227","0.8327417373657227","0.8327417373657227"
"58","0.8340961337089539","0.8340961337089539","0.8340961337089539","0.9470700025558472","0.9470700025558472","0.9470700025558472","0.9554916620254517","0.9554916620254517","0.9554916620254517","0.9370336532592773","0.9370336532592773","0.9370336532592773","0.8729252815246582","0.8729252815246582","0.8729252815246582","0.8211175203323364","0.8211175203323364","0.8211175203323364"
"59","0.8086016774177551","0.8086016774177551","0.8086016774177551","0.948349118232727","0.948349118232727","0.948349118232727","0.9360041618347168","0.9360041618347168","0.9360041618347168","0.9432442784309387","0.9432442784309387","0.9432442784309387","0.8249458074569702","0.8249458074569702","0.8249458074569702","0.838455855846405","0.838455855846405","0.838455855846405"
"60","0.822239100933075","0.822239100933075","0.822239100933075","0.9240853190422058","0.9240853190422058","0.9240853190422058","0.9434657096862793","0.9434657096862793","0.9434657096862793","0.9579795598983765","0.9579795598983765","0.9579795598983765","0.8442753553390503","0.8442753553390503","0.8442753553390503","0.8527803421020508","0.8527803421020508","0.8527803421020508"
"61","0.8187527060508728","0.8187527060508728","0.8187527060508728","0.9675401449203491","0.9675401449203491","0.9675401449203491","0.9591442346572876","0.9591442346572876","0.9591442346572876","0.9423110485076904","0.9423110485076904","0.9423110485076904","0.8261498212814331","0.8261498212814331","0.8261498212814331","0.8365286588668823","0.8365286588668823","0.8365286588668823"
"62","0.8386082053184509","0.8386082053184509","0.8386082053184509","0.9477595686912537","0.9477595686912537","0.9477595686912537","0.9461216330528259","0.9461216330528259","0.9461216330528259","0.9492625594139099","0.9492625594139099","0.9492625594139099","0.8434197902679443","0.8434197902679443","0.8434197902679443","0.8370139002799988","0.8370139002799988","0.8370139002799988"
"63","0.8397367596626282","0.8397367596626282","0.8397367596626282","0.9496426582336426","0.9496426582336426","0.9496426582336426","0.9504660367965698","0.9504660367965698","0.9504660367965698","0.9430198073387146","0.9430198073387146","0.9430198073387146","0.8404268026351929","0.8404268026351929","0.8404268026351929","0.8787544965744019","0.8787544965744019","0.8787544965744019"
"64","0.8264756202697754","0.8264756202697754","0.8264756202697754","0.9644970297813416","0.9644970297813416","0.9644970297813416","0.9285441637039185","0.9285441637039185","0.9285441637039185","0.937188446521759","0.937188446521759","0.937188446521759","0.8323556184768677","0.8323556184768677","0.8323556184768677","0.836556077003479","0.836556077003479","0.836556077003479"
"65","0.8778678774833679","0.8778678774833679","0.8778678774833679","0.9583566188812256","0.9583566188812256","0.9583566188812256","0.9410529732704163","0.9410529732704163","0.9410529732704163","0.9329525232315063","0.9329525232315063","0.9329525232315063","0.8032459020614624","0.8032459020614624","0.8032459020614624","0.8347002863883972","0.8347002863883972","0.8347002863883972"
"66","0.8513054847717285","0.8513054847717285","0.8513054847717285","0.9428433179855347","0.9428433179855347","0.9428433179855347","0.9288886785507202","0.9288886785507202","0.9288886785507202","0.9309755563735962","0.9309755563735962","0.9309755563735962","0.8559218645095825","0.8559218645095825","0.8559218645095825","0.83672034740448","0.83672034740448","0.83672034740448"
"67","0.8408238291740417","0.8408238291740417","0.8408238291740417","0.9506672620773315","0.9506672620773315","0.9506672620773315","0.9362992644309998","0.9362992644309998","0.9362992644309998","0.9397472739219666","0.9397472739219666","0.9397472739219666","0.8422331809997559","0.8422331809997559","0.8422331809997559","0.791165292263031","0.791165292263031","0.791165292263031"
"68","0.8109676241874695","0.8109676241874695","0.8109676241874695","0.9469500780105591","0.9469500780105591","0.9469500780105591","0.9514047503471375","0.9514047503471375","0.9514047503471375","0.9407114386558533","0.9407114386558533","0.9407114386558533","0.853290319442749","0.853290319442749","0.853290319442749","0.8171743154525757","0.8171743154525757","0.8171743154525757"
"69","0.8348485827445984","0.8348485827445984","0.8348485827445984","0.9545434713363647","0.9545434713363647","0.9545434713363647","0.9482851624488831","0.9482851624488831","0.9482851624488831","0.9453313946723938","0.9453313946723938","0.9453313946723938","0.8687552213668823","0.8687552213668823","0.8687552213668823","0.8561069369316101","0.8561069369316101","0.8561069369316101"
"70","0.8322631120681763","0.8322631120681763","0.8322631120681763","0.9544697999954224","0.9544697999954224","0.9544697999954224","0.9532158374786377","0.9532158374786377","0.9532158374786377","0.9351156949996948","0.9351156949996948","0.9351156949996948","0.8584700226783752","0.8584700226783752","0.8584700226783752","0.8561786413192749","0.8561786413192749","0.8561786413192749"
"71","0.8258526921272278","0.8258526921272278","0.8258526921272278","0.9473860263824463","0.9473860263824463","0.9473860263824463","0.9572327136993408","0.9572327136993408","0.9572327136993408","0.9209256172180176","0.9209256172180176","0.9209256172180176","0.8640724420547485","0.8640724420547485","0.8640724420547485","0.8356467485427856","0.8356467485427856","0.8356467485427856"
"72","0.8427963256835938","0.8427963256835938","0.8427963256835938","0.9544076919555664","0.9544076919555664","0.9544076919555664","0.9629477262496948","0.9629477262496948","0.9629477262496948","0.9231456518173218","0.9231456518173218","0.9231456518173218","0.8570910692214966","0.8570910692214966","0.8570910692214966","0.8522579073905945","0.8522579073905945","0.8522579073905945"
"73","0.7838709950447083","0.7838709950447083","0.7838709950447083","0.9490113258361816","0.9490113258361816","0.9490113258361816","0.9370629787445068","0.9370629787445068","0.9370629787445068","0.9501874446868896","0.9501874446868896","0.9501874446868896","0.8167061805725098","0.8167061805725098","0.8167061805725098","0.8630895614624023","0.8630895614624023","0.8630895614624023"
"74","0.8210456967353821","0.8210456967353821","0.8210456967353821","0.9606184959411621","0.9606184959411621","0.9606184959411621","0.9648308157920837","0.9648308157920837","0.9648308157920837","0.9572253823280334","0.9572253823280334","0.9572253823280334","0.865389347076416","0.865389347076416","0.865389347076416","0.8409821391105652","0.8409821391105652","0.8409821391105652"
"75","0.8376337289810181","0.8376337289810181","0.8376337289810181","0.9582935571670532","0.9582935571670532","0.9582935571670532","0.9496520757675171","0.9496520757675171","0.9496520757675171","0.9298036694526672","0.9298036694526672","0.9298036694526672","0.8167455792427063","0.8167455792427063","0.8167455792427063","0.8844126462936401","0.8844126462936401","0.8844126462936401"
"76","0.8441675305366516","0.8441675305366516","0.8441675305366516","0.9336071014404297","0.9336071014404297","0.9336071014404297","0.9563037753105164","0.9563037753105164","0.9563037753105164","0.9460275769233704","0.9460275769233704","0.9460275769233704","0.8310394287109375","0.8310394287109375","0.8310394287109375","0.8270334601402283","0.8270334601402283","0.8270334601402283"
"77","0.8494254946708679","0.8494254946708679","0.8494254946708679","0.9534209966659546","0.9534209966659546","0.9534209966659546","0.9602914452552795","0.9602914452552795","0.9602914452552795","0.9440929889678955","0.9440929889678955","0.9440929889678955","0.8419705033302307","0.8419705033302307","0.8419705033302307","0.8181135058403015","0.8181135058403015","0.8181135058403015"
