"Step","deit3_huge_patch14_224 - train robustness - Train Loss Adversarial","deit3_huge_patch14_224 - train robustness - Train Loss Adversarial__MIN","deit3_huge_patch14_224 - train robustness - Train Loss Adversarial__MAX","openclip_vitl14 - train robustness - Train Loss Adversarial","openclip_vitl14 - train robustness - Train Loss Adversarial__MIN","openclip_vitl14 - train robustness - Train Loss Adversarial__MAX","openclip_vith14 - train robustness - Train Loss Adversarial","openclip_vith14 - train robustness - Train Loss Adversarial__MIN","openclip_vith14 - train robustness - Train Loss Adversarial__MAX","openclip_vitb16 - train robustness - Train Loss Adversarial","openclip_vitb16 - train robustness - Train Loss Adversarial__MIN","openclip_vitb16 - train robustness - Train Loss Adversarial__MAX","deit3_large_patch16_224 - train robustness - Train Loss Adversarial","deit3_large_patch16_224 - train robustness - Train Loss Adversarial__MIN","deit3_large_patch16_224 - train robustness - Train Loss Adversarial__MAX","deit3_base_patch16_224 - train robustness - Train Loss Adversarial","deit3_base_patch16_224 - train robustness - Train Loss Adversarial__MIN","deit3_base_patch16_224 - train robustness - Train Loss Adversarial__MAX"
"10","0.7264288067817688","0.7264288067817688","0.7264288067817688","0.8207775354385376","0.8207775354385376","0.8207775354385376","0.30763310194015503","0.30763310194015503","0.30763310194015503","0.7288364171981812","0.7288364171981812","0.7288364171981812","0.7286443710327148","0.7286443710327148","0.7286443710327148","0.7249108552932739","0.7249108552932739","0.7249108552932739"
"11","0.6660147905349731","0.6660147905349731","0.6660147905349731","0.8100301027297974","0.8100301027297974","0.8100301027297974","0.4715682864189148","0.4715682864189148","0.4715682864189148","0.7206476926803589","0.7206476926803589","0.7206476926803589","0.7754988670349121","0.7754988670349121","0.7754988670349121","0.7304836511611938","0.7304836511611938","0.7304836511611938"
"12","0.7369062304496765","0.7369062304496765","0.7369062304496765","0.8776769638061523","0.8776769638061523","0.8776769638061523","0.6136617660522461","0.6136617660522461","0.6136617660522461","0.7574054002761841","0.7574054002761841","0.7574054002761841","0.7409162521362305","0.7409162521362305","0.7409162521362305","0.7165617942810059","0.7165617942810059","0.7165617942810059"
"13","0.7115209698677063","0.7115209698677063","0.7115209698677063","0.8537747859954834","0.8537747859954834","0.8537747859954834","0.6489742398262024","0.6489742398262024","0.6489742398262024","0.7784556150436401","0.7784556150436401","0.7784556150436401","0.746356725692749","0.746356725692749","0.746356725692749","0.62852942943573","0.62852942943573","0.62852942943573"
"14","0.6820444464683533","0.6820444464683533","0.6820444464683533","0.8258689045906067","0.8258689045906067","0.8258689045906067","0.8143738508224487","0.8143738508224487","0.8143738508224487","0.7555469274520874","0.7555469274520874","0.7555469274520874","0.7319842576980591","0.7319842576980591","0.7319842576980591","0.7030719518661499","0.7030719518661499","0.7030719518661499"
"15","0.7309803366661072","0.7309803366661072","0.7309803366661072","0.8766686916351318","0.8766686916351318","0.8766686916351318","0.774030327796936","0.774030327796936","0.774030327796936","0.7861713171005249","0.7861713171005249","0.7861713171005249","0.7789164781570435","0.7789164781570435","0.7789164781570435","0.7080960273742676","0.7080960273742676","0.7080960273742676"
"16","0.7462059259414673","0.7462059259414673","0.7462059259414673","0.785325825214386","0.785325825214386","0.785325825214386","0.8099852204322815","0.8099852204322815","0.8099852204322815","0.7790365815162659","0.7790365815162659","0.7790365815162659","0.746360182762146","0.746360182762146","0.746360182762146","0.6822020411491394","0.6822020411491394","0.6822020411491394"
"17","0.7078956961631775","0.7078956961631775","0.7078956961631775","0.8347412943840027","0.8347412943840027","0.8347412943840027","0.7630628347396851","0.7630628347396851","0.7630628347396851","0.7710950374603271","0.7710950374603271","0.7710950374603271","0.7330778241157532","0.7330778241157532","0.7330778241157532","0.664043128490448","0.664043128490448","0.664043128490448"
"18","0.7608405947685242","0.7608405947685242","0.7608405947685242","0.8585025072097778","0.8585025072097778","0.8585025072097778","0.7442588806152344","0.7442588806152344","0.7442588806152344","0.7638916969299316","0.7638916969299316","0.7638916969299316","0.7202648520469666","0.7202648520469666","0.7202648520469666","0.675411581993103","0.675411581993103","0.675411581993103"
"19","0.6933262944221497","0.6933262944221497","0.6933262944221497","0.8608595132827759","0.8608595132827759","0.8608595132827759","0.7601720094680786","0.7601720094680786","0.7601720094680786","0.6775616407394409","0.6775616407394409","0.6775616407394409","0.7372926473617554","0.7372926473617554","0.7372926473617554","0.7299875020980835","0.7299875020980835","0.7299875020980835"
"20","0.7750656604766846","0.7750656604766846","0.7750656604766846","0.8793445229530334","0.8793445229530334","0.8793445229530334","0.7340744733810425","0.7340744733810425","0.7340744733810425","0.7597576379776001","0.7597576379776001","0.7597576379776001","0.7292380332946777","0.7292380332946777","0.7292380332946777","0.6760395765304565","0.6760395765304565","0.6760395765304565"
"21","0.7196608781814575","0.7196608781814575","0.7196608781814575","0.8871021270751953","0.8871021270751953","0.8871021270751953","0.756916344165802","0.756916344165802","0.756916344165802","0.7198054790496826","0.7198054790496826","0.7198054790496826","0.7740311622619629","0.7740311622619629","0.7740311622619629","0.620595395565033","0.620595395565033","0.620595395565033"
"22","0.6908998489379883","0.6908998489379883","0.6908998489379883","0.8438488245010376","0.8438488245010376","0.8438488245010376","0.7751307487487793","0.7751307487487793","0.7751307487487793","0.7476513385772705","0.7476513385772705","0.7476513385772705","0.7583553791046143","0.7583553791046143","0.7583553791046143","0.6953834295272827","0.6953834295272827","0.6953834295272827"
"23","0.7521656155586243","0.7521656155586243","0.7521656155586243","0.8611044883728027","0.8611044883728027","0.8611044883728027","0.8110816478729248","0.8110816478729248","0.8110816478729248","0.7522058486938477","0.7522058486938477","0.7522058486938477","0.7787286639213562","0.7787286639213562","0.7787286639213562","0.715002179145813","0.715002179145813","0.715002179145813"
"24","0.7566711902618408","0.7566711902618408","0.7566711902618408","0.854568600654602","0.854568600654602","0.854568600654602","0.8228811025619507","0.8228811025619507","0.8228811025619507","0.8101464509963989","0.8101464509963989","0.8101464509963989","0.7296899557113647","0.7296899557113647","0.7296899557113647","0.7523784041404724","0.7523784041404724","0.7523784041404724"
"25","0.7887707352638245","0.7887707352638245","0.7887707352638245","0.801693320274353","0.801693320274353","0.801693320274353","0.7443273067474365","0.7443273067474365","0.7443273067474365","0.7923513650894165","0.7923513650894165","0.7923513650894165","0.7423664927482605","0.7423664927482605","0.7423664927482605","0.7152276039123535","0.7152276039123535","0.7152276039123535"
"26","0.7232397198677063","0.7232397198677063","0.7232397198677063","0.8446810245513916","0.8446810245513916","0.8446810245513916","0.7676392197608948","0.7676392197608948","0.7676392197608948","0.7499368786811829","0.7499368786811829","0.7499368786811829","0.7612398266792297","0.7612398266792297","0.7612398266792297","0.6804723739624023","0.6804723739624023","0.6804723739624023"
"27","0.7201848030090332","0.7201848030090332","0.7201848030090332","0.8480429649353027","0.8480429649353027","0.8480429649353027","0.8317245841026306","0.8317245841026306","0.8317245841026306","0.7854588627815247","0.7854588627815247","0.7854588627815247","0.7662793397903442","0.7662793397903442","0.7662793397903442","0.6867029666900635","0.6867029666900635","0.6867029666900635"
"28","0.7450992465019226","0.7450992465019226","0.7450992465019226","0.8001337051391602","0.8001337051391602","0.8001337051391602","0.7432745695114136","0.7432745695114136","0.7432745695114136","0.7492797374725342","0.7492797374725342","0.7492797374725342","0.7551256418228149","0.7551256418228149","0.7551256418228149","0.6830003261566162","0.6830003261566162","0.6830003261566162"
"29","0.7680144309997559","0.7680144309997559","0.7680144309997559","0.8475573062896729","0.8475573062896729","0.8475573062896729","0.8278930187225342","0.8278930187225342","0.8278930187225342","0.7872291803359985","0.7872291803359985","0.7872291803359985","0.8081688284873962","0.8081688284873962","0.8081688284873962","0.6658685207366943","0.6658685207366943","0.6658685207366943"
"30","0.7221266627311707","0.7221266627311707","0.7221266627311707","0.8785938024520874","0.8785938024520874","0.8785938024520874","0.828353226184845","0.828353226184845","0.828353226184845","0.800697922706604","0.800697922706604","0.800697922706604","0.7448530197143555","0.7448530197143555","0.7448530197143555","0.731994092464447","0.731994092464447","0.731994092464447"
"31","0.7571215629577637","0.7571215629577637","0.7571215629577637","0.8515634536743164","0.8515634536743164","0.8515634536743164","0.8415021896362305","0.8415021896362305","0.8415021896362305","0.7409593462944031","0.7409593462944031","0.7409593462944031","0.7722647786140442","0.7722647786140442","0.7722647786140442","0.7327280044555664","0.7327280044555664","0.7327280044555664"
"32","0.7780312895774841","0.7780312895774841","0.7780312895774841","0.8709317445755005","0.8709317445755005","0.8709317445755005","0.8488669395446777","0.8488669395446777","0.8488669395446777","0.7219406366348267","0.7219406366348267","0.7219406366348267","0.7815596461296082","0.7815596461296082","0.7815596461296082","0.7295305132865906","0.7295305132865906","0.7295305132865906"
"33","0.7782356142997742","0.7782356142997742","0.7782356142997742","0.8340265154838562","0.8340265154838562","0.8340265154838562","0.8585894107818604","0.8585894107818604","0.8585894107818604","0.7161989808082581","0.7161989808082581","0.7161989808082581","0.7551500797271729","0.7551500797271729","0.7551500797271729","0.6826807856559753","0.6826807856559753","0.6826807856559753"
"34","0.7012258172035217","0.7012258172035217","0.7012258172035217","0.8864428997039795","0.8864428997039795","0.8864428997039795","0.8507366180419922","0.8507366180419922","0.8507366180419922","0.7234320640563965","0.7234320640563965","0.7234320640563965","0.7907755970954895","0.7907755970954895","0.7907755970954895","0.7270873785018921","0.7270873785018921","0.7270873785018921"
"35","0.7332834601402283","0.7332834601402283","0.7332834601402283","0.8551401495933533","0.8551401495933533","0.8551401495933533","0.8331059217453003","0.8331059217453003","0.8331059217453003","0.7395870685577393","0.7395870685577393","0.7395870685577393","0.8292086720466614","0.8292086720466614","0.8292086720466614","0.7073139548301697","0.7073139548301697","0.7073139548301697"
"36","0.7206730842590332","0.7206730842590332","0.7206730842590332","0.8577098250389099","0.8577098250389099","0.8577098250389099","0.8762153387069702","0.8762153387069702","0.8762153387069702","0.8591989874839783","0.8591989874839783","0.8591989874839783","0.7589613199234009","0.7589613199234009","0.7589613199234009","0.7285823822021484","0.7285823822021484","0.7285823822021484"
"37","0.7560958862304688","0.7560958862304688","0.7560958862304688","0.8408316373825073","0.8408316373825073","0.8408316373825073","0.8200318813323975","0.8200318813323975","0.8200318813323975","0.7886765003204346","0.7886765003204346","0.7886765003204346","0.7802801132202148","0.7802801132202148","0.7802801132202148","0.7122101783752441","0.7122101783752441","0.7122101783752441"
"38","0.7498263716697693","0.7498263716697693","0.7498263716697693","0.8583659529685974","0.8583659529685974","0.8583659529685974","0.8270431160926819","0.8270431160926819","0.8270431160926819","0.7997265458106995","0.7997265458106995","0.7997265458106995","0.7541594505310059","0.7541594505310059","0.7541594505310059","0.7205971479415894","0.7205971479415894","0.7205971479415894"
"39","0.7441532015800476","0.7441532015800476","0.7441532015800476","0.8562495708465576","0.8562495708465576","0.8562495708465576","0.775465726852417","0.775465726852417","0.775465726852417","0.8142988681793213","0.8142988681793213","0.8142988681793213","0.7989994287490845","0.7989994287490845","0.7989994287490845","0.6984679102897644","0.6984679102897644","0.6984679102897644"
"40","0.7633873224258423","0.7633873224258423","0.7633873224258423","0.877203106880188","0.877203106880188","0.877203106880188","0.8311533331871033","0.8311533331871033","0.8311533331871033","0.8062382936477661","0.8062382936477661","0.8062382936477661","0.6822121143341064","0.6822121143341064","0.6822121143341064","0.7189507484436035","0.7189507484436035","0.7189507484436035"
"41","0.7395356297492981","0.7395356297492981","0.7395356297492981","0.8726198077201843","0.8726198077201843","0.8726198077201843","0.832085132598877","0.832085132598877","0.832085132598877","0.8308950662612915","0.8308950662612915","0.8308950662612915","0.7251959443092346","0.7251959443092346","0.7251959443092346","0.67247074842453","0.67247074842453","0.67247074842453"
"42","0.7517915964126587","0.7517915964126587","0.7517915964126587","0.8434944748878479","0.8434944748878479","0.8434944748878479","0.800951361656189","0.800951361656189","0.800951361656189","0.8069509267807007","0.8069509267807007","0.8069509267807007","0.7629481554031372","0.7629481554031372","0.7629481554031372","0.7374610304832458","0.7374610304832458","0.7374610304832458"
"43","0.7756843566894531","0.7756843566894531","0.7756843566894531","0.8662586212158203","0.8662586212158203","0.8662586212158203","0.761458158493042","0.761458158493042","0.761458158493042","0.8412867784500122","0.8412867784500122","0.8412867784500122","0.8062841296195984","0.8062841296195984","0.8062841296195984","0.6754304766654968","0.6754304766654968","0.6754304766654968"
"44","0.7289358973503113","0.7289358973503113","0.7289358973503113","0.8921687602996826","0.8921687602996826","0.8921687602996826","0.8757994174957275","0.8757994174957275","0.8757994174957275","0.7639437913894653","0.7639437913894653","0.7639437913894653","0.7868928909301758","0.7868928909301758","0.7868928909301758","0.6787592172622681","0.6787592172622681","0.6787592172622681"
"45","0.7932195067405701","0.7932195067405701","0.7932195067405701","0.8936938047409058","0.8936938047409058","0.8936938047409058","0.8645899295806885","0.8645899295806885","0.8645899295806885","0.8401455879211426","0.8401455879211426","0.8401455879211426","0.7288625240325928","0.7288625240325928","0.7288625240325928","0.7327417135238647","0.7327417135238647","0.7327417135238647"
"46","0.7369619011878967","0.7369619011878967","0.7369619011878967","0.9166470766067505","0.9166470766067505","0.9166470766067505","0.8188309669494629","0.8188309669494629","0.8188309669494629","0.8593349456787109","0.8593349456787109","0.8593349456787109","0.765620768070221","0.765620768070221","0.765620768070221","0.7045403718948364","0.7045403718948364","0.7045403718948364"
"47","0.7842138409614563","0.7842138409614563","0.7842138409614563","0.8807410001754761","0.8807410001754761","0.8807410001754761","0.8754488229751587","0.8754488229751587","0.8754488229751587","0.8251582980155945","0.8251582980155945","0.8251582980155945","0.7647390961647034","0.7647390961647034","0.7647390961647034","0.7095333933830261","0.7095333933830261","0.7095333933830261"
"48","0.7351387143135071","0.7351387143135071","0.7351387143135071","0.8625478744506836","0.8625478744506836","0.8625478744506836","0.7738143801689148","0.7738143801689148","0.7738143801689148","0.7929514646530151","0.7929514646530151","0.7929514646530151","0.7739419937133789","0.7739419937133789","0.7739419937133789","0.7341521978378296","0.7341521978378296","0.7341521978378296"
"49","0.7453884482383728","0.7453884482383728","0.7453884482383728","0.8648838400840759","0.8648838400840759","0.8648838400840759","0.8266127705574036","0.8266127705574036","0.8266127705574036","0.7983749508857727","0.7983749508857727","0.7983749508857727","0.8163036108016968","0.8163036108016968","0.8163036108016968","0.6939404010772705","0.6939404010772705","0.6939404010772705"
"50","0.7685378193855286","0.7685378193855286","0.7685378193855286","0.865668535232544","0.865668535232544","0.865668535232544","0.8752739429473877","0.8752739429473877","0.8752739429473877","0.8739653825759888","0.8739653825759888","0.8739653825759888","0.7941098213195801","0.7941098213195801","0.7941098213195801","0.764411449432373","0.764411449432373","0.764411449432373"
"51","0.7730445265769958","0.7730445265769958","0.7730445265769958","0.8951960206031799","0.8951960206031799","0.8951960206031799","0.8888663053512573","0.8888663053512573","0.8888663053512573","0.7740457653999329","0.7740457653999329","0.7740457653999329","0.7435974478721619","0.7435974478721619","0.7435974478721619","0.7401552200317383","0.7401552200317383","0.7401552200317383"
"52","0.7435576915740967","0.7435576915740967","0.7435576915740967","0.845986008644104","0.845986008644104","0.845986008644104","0.8409675359725952","0.8409675359725952","0.8409675359725952","0.8356380462646484","0.8356380462646484","0.8356380462646484","0.7315400838851929","0.7315400838851929","0.7315400838851929","0.7693504095077515","0.7693504095077515","0.7693504095077515"
"53","0.745442807674408","0.745442807674408","0.745442807674408","0.8977166414260864","0.8977166414260864","0.8977166414260864","0.8072667121887207","0.8072667121887207","0.8072667121887207","0.8176981210708618","0.8176981210708618","0.8176981210708618","0.7822571396827698","0.7822571396827698","0.7822571396827698","0.7538363337516785","0.7538363337516785","0.7538363337516785"
"54","0.7491467595100403","0.7491467595100403","0.7491467595100403","0.8590275049209595","0.8590275049209595","0.8590275049209595","0.8611644506454468","0.8611644506454468","0.8611644506454468","0.8289834260940552","0.8289834260940552","0.8289834260940552","0.7519832849502563","0.7519832849502563","0.7519832849502563","0.7274484634399414","0.7274484634399414","0.7274484634399414"
"55","0.7762528657913208","0.7762528657913208","0.7762528657913208","0.8519326448440552","0.8519326448440552","0.8519326448440552","0.8743314146995544","0.8743314146995544","0.8743314146995544","0.8571900725364685","0.8571900725364685","0.8571900725364685","0.7710229754447937","0.7710229754447937","0.7710229754447937","0.70022052526474","0.70022052526474","0.70022052526474"
"56","0.7488309741020203","0.7488309741020203","0.7488309741020203","0.8700182437896729","0.8700182437896729","0.8700182437896729","0.8512078523635864","0.8512078523635864","0.8512078523635864","0.7862786054611206","0.7862786054611206","0.7862786054611206","0.7710654735565186","0.7710654735565186","0.7710654735565186","0.7487362623214722","0.7487362623214722","0.7487362623214722"
"57","0.7606161236763","0.7606161236763","0.7606161236763","0.8124725818634033","0.8124725818634033","0.8124725818634033","0.8246060013771057","0.8246060013771057","0.8246060013771057","0.8500206470489502","0.8500206470489502","0.8500206470489502","0.7921075224876404","0.7921075224876404","0.7921075224876404","0.7153162956237793","0.7153162956237793","0.7153162956237793"
"58","0.7507554292678833","0.7507554292678833","0.7507554292678833","0.8537531495094299","0.8537531495094299","0.8537531495094299","0.8730947971343994","0.8730947971343994","0.8730947971343994","0.790299654006958","0.790299654006958","0.790299654006958","0.7917764782905579","0.7917764782905579","0.7917764782905579","0.706091582775116","0.706091582775116","0.706091582775116"
"59","0.7228907942771912","0.7228907942771912","0.7228907942771912","0.8620014190673828","0.8620014190673828","0.8620014190673828","0.8438733220100403","0.8438733220100403","0.8438733220100403","0.8128514289855957","0.8128514289855957","0.8128514289855957","0.7439250946044922","0.7439250946044922","0.7439250946044922","0.7201873064041138","0.7201873064041138","0.7201873064041138"
"60","0.7549095153808594","0.7549095153808594","0.7549095153808594","0.8207032680511475","0.8207032680511475","0.8207032680511475","0.8477364778518677","0.8477364778518677","0.8477364778518677","0.8983477354049683","0.8983477354049683","0.8983477354049683","0.7849136590957642","0.7849136590957642","0.7849136590957642","0.7443851232528687","0.7443851232528687","0.7443851232528687"
"61","0.7439908981323242","0.7439908981323242","0.7439908981323242","0.897027850151062","0.897027850151062","0.897027850151062","0.854613721370697","0.854613721370697","0.854613721370697","0.8654686212539673","0.8654686212539673","0.8654686212539673","0.7686831951141357","0.7686831951141357","0.7686831951141357","0.7014321088790894","0.7014321088790894","0.7014321088790894"
"62","0.7388185262680054","0.7388185262680054","0.7388185262680054","0.822084903717041","0.822084903717041","0.822084903717041","0.8716758489608765","0.8716758489608765","0.8716758489608765","0.8552114963531494","0.8552114963531494","0.8552114963531494","0.7671048641204834","0.7671048641204834","0.7671048641204834","0.723427951335907","0.723427951335907","0.723427951335907"
"63","0.7548913359642029","0.7548913359642029","0.7548913359642029","0.8835794925689697","0.8835794925689697","0.8835794925689697","0.8366733193397522","0.8366733193397522","0.8366733193397522","0.8695489168167114","0.8695489168167114","0.8695489168167114","0.7791627645492554","0.7791627645492554","0.7791627645492554","0.8213106989860535","0.8213106989860535","0.8213106989860535"
"64","0.7597663402557373","0.7597663402557373","0.7597663402557373","0.9118452668190002","0.9118452668190002","0.9118452668190002","0.7971094846725464","0.7971094846725464","0.7971094846725464","0.826585054397583","0.826585054397583","0.826585054397583","0.7666877508163452","0.7666877508163452","0.7666877508163452","0.7282132506370544","0.7282132506370544","0.7282132506370544"
"65","0.7956637740135193","0.7956637740135193","0.7956637740135193","0.8645994067192078","0.8645994067192078","0.8645994067192078","0.842470645904541","0.842470645904541","0.842470645904541","0.7944005727767944","0.7944005727767944","0.7944005727767944","0.7130891680717468","0.7130891680717468","0.7130891680717468","0.6894985437393188","0.6894985437393188","0.6894985437393188"
"66","0.766629695892334","0.766629695892334","0.766629695892334","0.8476036787033081","0.8476036787033081","0.8476036787033081","0.87140291929245","0.87140291929245","0.87140291929245","0.8183473348617554","0.8183473348617554","0.8183473348617554","0.7540572285652161","0.7540572285652161","0.7540572285652161","0.7573498487472534","0.7573498487472534","0.7573498487472534"
"67","0.7905721664428711","0.7905721664428711","0.7905721664428711","0.8767093420028687","0.8767093420028687","0.8767093420028687","0.86594557762146","0.86594557762146","0.86594557762146","0.8526309132575989","0.8526309132575989","0.8526309132575989","0.7564131021499634","0.7564131021499634","0.7564131021499634","0.7164038419723511","0.7164038419723511","0.7164038419723511"
"68","0.7284173369407654","0.7284173369407654","0.7284173369407654","0.8869447708129883","0.8869447708129883","0.8869447708129883","0.8325666785240173","0.8325666785240173","0.8325666785240173","0.8781949281692505","0.8781949281692505","0.8781949281692505","0.7680014371871948","0.7680014371871948","0.7680014371871948","0.7188234329223633","0.7188234329223633","0.7188234329223633"
"69","0.7758974432945251","0.7758974432945251","0.7758974432945251","0.9062361717224121","0.9062361717224121","0.9062361717224121","0.8608807325363159","0.8608807325363159","0.8608807325363159","0.8325450420379639","0.8325450420379639","0.8325450420379639","0.7989813089370728","0.7989813089370728","0.7989813089370728","0.7804307341575623","0.7804307341575623","0.7804307341575623"
"70","0.7385000586509705","0.7385000586509705","0.7385000586509705","0.8835948705673218","0.8835948705673218","0.8835948705673218","0.8612046837806702","0.8612046837806702","0.8612046837806702","0.8503097295761108","0.8503097295761108","0.8503097295761108","0.7768784165382385","0.7768784165382385","0.7768784165382385","0.7319442629814148","0.7319442629814148","0.7319442629814148"
"71","0.7397999167442322","0.7397999167442322","0.7397999167442322","0.8635103702545166","0.8635103702545166","0.8635103702545166","0.8952539563179016","0.8952539563179016","0.8952539563179016","0.8129345774650574","0.8129345774650574","0.8129345774650574","0.7604695558547974","0.7604695558547974","0.7604695558547974","0.7339520454406738","0.7339520454406738","0.7339520454406738"
"72","0.7468814253807068","0.7468814253807068","0.7468814253807068","0.8449506163597107","0.8449506163597107","0.8449506163597107","0.8440585732460022","0.8440585732460022","0.8440585732460022","0.7976781725883484","0.7976781725883484","0.7976781725883484","0.8103700876235962","0.8103700876235962","0.8103700876235962","0.7768494486808777","0.7768494486808777","0.7768494486808777"
"73","0.7041787505149841","0.7041787505149841","0.7041787505149841","0.8914286494255066","0.8914286494255066","0.8914286494255066","0.8646044135093689","0.8646044135093689","0.8646044135093689","0.8414885401725769","0.8414885401725769","0.8414885401725769","0.7513210773468018","0.7513210773468018","0.7513210773468018","0.7701022028923035","0.7701022028923035","0.7701022028923035"
"74","0.7716138958930969","0.7716138958930969","0.7716138958930969","0.8914288282394409","0.8914288282394409","0.8914288282394409","0.8865989446640015","0.8865989446640015","0.8865989446640015","0.8506515026092529","0.8506515026092529","0.8506515026092529","0.8082643747329712","0.8082643747329712","0.8082643747329712","0.7285147905349731","0.7285147905349731","0.7285147905349731"
"75","0.7670271992683411","0.7670271992683411","0.7670271992683411","0.920607328414917","0.920607328414917","0.920607328414917","0.8658419251441956","0.8658419251441956","0.8658419251441956","0.830138087272644","0.830138087272644","0.830138087272644","0.7548270225524902","0.7548270225524902","0.7548270225524902","0.7751754522323608","0.7751754522323608","0.7751754522323608"
"76","0.7948676943778992","0.7948676943778992","0.7948676943778992","0.8589643836021423","0.8589643836021423","0.8589643836021423","0.8408178687095642","0.8408178687095642","0.8408178687095642","0.8374110460281372","0.8374110460281372","0.8374110460281372","0.7555317878723145","0.7555317878723145","0.7555317878723145","0.7202318906784058","0.7202318906784058","0.7202318906784058"
"77","0.7916114926338196","0.7916114926338196","0.7916114926338196","0.867679238319397","0.867679238319397","0.867679238319397","0.8647363185882568","0.8647363185882568","0.8647363185882568","0.8432422876358032","0.8432422876358032","0.8432422876358032","0.7702829837799072","0.7702829837799072","0.7702829837799072","0.7269283533096313","0.7269283533096313","0.7269283533096313"
