"Step","deit3_huge_patch14_224 - train robustness - Train Loss","deit3_huge_patch14_224 - train robustness - Train Loss__MIN","deit3_huge_patch14_224 - train robustness - Train Loss__MAX","openclip_vitl14 - train robustness - Train Loss","openclip_vitl14 - train robustness - Train Loss__MIN","openclip_vitl14 - train robustness - Train Loss__MAX","openclip_vith14 - train robustness - Train Loss","openclip_vith14 - train robustness - Train Loss__MIN","openclip_vith14 - train robustness - Train Loss__MAX","openclip_vitb16 - train robustness - Train Loss","openclip_vitb16 - train robustness - Train Loss__MIN","openclip_vitb16 - train robustness - Train Loss__MAX","deit3_large_patch16_224 - train robustness - Train Loss","deit3_large_patch16_224 - train robustness - Train Loss__MIN","deit3_large_patch16_224 - train robustness - Train Loss__MAX","deit3_base_patch16_224 - train robustness - Train Loss","deit3_base_patch16_224 - train robustness - Train Loss__MIN","deit3_base_patch16_224 - train robustness - Train Loss__MAX"
"68","1.5393849611282349","1.5393849611282349","1.5393849611282349","1.8338948488235474","1.8338948488235474","1.8338948488235474","1.7839714288711548","1.7839714288711548","1.7839714288711548","1.818906307220459","1.818906307220459","1.818906307220459","1.6212917566299438","1.6212917566299438","1.6212917566299438","1.535997748374939","1.535997748374939","1.535997748374939"
"69","1.6107460260391235","1.6107460260391235","1.6107460260391235","1.8607796430587769","1.8607796430587769","1.8607796430587769","1.8091659545898438","1.8091659545898438","1.8091659545898438","1.777876377105713","1.777876377105713","1.777876377105713","1.667736530303955","1.667736530303955","1.667736530303955","1.6365376710891724","1.6365376710891724","1.6365376710891724"
"70","1.570763111114502","1.570763111114502","1.570763111114502","1.8380646705627441","1.8380646705627441","1.8380646705627441","1.814420461654663","1.814420461654663","1.814420461654663","1.7854254245758057","1.7854254245758057","1.7854254245758057","1.6353484392166138","1.6353484392166138","1.6353484392166138","1.588122844696045","1.588122844696045","1.588122844696045"
"71","1.56565260887146","1.56565260887146","1.56565260887146","1.810896396636963","1.810896396636963","1.810896396636963","1.8524866104125977","1.8524866104125977","1.8524866104125977","1.7338602542877197","1.7338602542877197","1.7338602542877197","1.624541997909546","1.624541997909546","1.624541997909546","1.5695987939834595","1.5695987939834595","1.5695987939834595"
"72","1.5896778106689453","1.5896778106689453","1.5896778106689453","1.7993583679199219","1.7993583679199219","1.7993583679199219","1.8070063591003418","1.8070063591003418","1.8070063591003418","1.7208237648010254","1.7208237648010254","1.7208237648010254","1.6674611568450928","1.6674611568450928","1.6674611568450928","1.6291073560714722","1.6291073560714722","1.6291073560714722"
"73","1.4880497455596924","1.4880497455596924","1.4880497455596924","1.840440034866333","1.840440034866333","1.840440034866333","1.8016674518585205","1.8016674518585205","1.8016674518585205","1.7916760444641113","1.7916760444641113","1.7916760444641113","1.5680272579193115","1.5680272579193115","1.5680272579193115","1.6331918239593506","1.6331918239593506","1.6331918239593506"
"74","1.592659592628479","1.592659592628479","1.592659592628479","1.852047324180603","1.852047324180603","1.852047324180603","1.8514297008514404","1.8514297008514404","1.8514297008514404","1.8078768253326416","1.8078768253326416","1.8078768253326416","1.6736537218093872","1.6736537218093872","1.6736537218093872","1.5694968700408936","1.5694968700408936","1.5694968700408936"
"75","1.604660987854004","1.604660987854004","1.604660987854004","1.8789008855819702","1.8789008855819702","1.8789008855819702","1.8154940605163574","1.8154940605163574","1.8154940605163574","1.759941816329956","1.759941816329956","1.759941816329956","1.5715725421905518","1.5715725421905518","1.5715725421905518","1.659588098526001","1.659588098526001","1.659588098526001"
"76","1.6390352249145508","1.6390352249145508","1.6390352249145508","1.7925715446472168","1.7925715446472168","1.7925715446472168","1.7971216440200806","1.7971216440200806","1.7971216440200806","1.7834386825561523","1.7834386825561523","1.7834386825561523","1.586571216583252","1.586571216583252","1.586571216583252","1.5472652912139893","1.5472652912139893","1.5472652912139893"
"77","1.6410369873046875","1.6410369873046875","1.6410369873046875","1.8211002349853516","1.8211002349853516","1.8211002349853516","1.8250277042388916","1.8250277042388916","1.8250277042388916","1.7873352766036987","1.7873352766036987","1.7873352766036987","1.6122534275054932","1.6122534275054932","1.6122534275054932","1.545041799545288","1.545041799545288","1.545041799545288"
"78","1.6012378931045532","1.6012378931045532","1.6012378931045532","1.8570107221603394","1.8570107221603394","1.8570107221603394","1.8178658485412598","1.8178658485412598","1.8178658485412598","1.801593542098999","1.801593542098999","1.801593542098999","1.6788790225982666","1.6788790225982666","1.6788790225982666","1.5603528022766113","1.5603528022766113","1.5603528022766113"
"79","1.6562836170196533","1.6562836170196533","1.6562836170196533","1.8247342109680176","1.8247342109680176","1.8247342109680176","1.8389177322387695","1.8389177322387695","1.8389177322387695","1.7915315628051758","1.7915315628051758","1.7915315628051758","1.6438885927200317","1.6438885927200317","1.6438885927200317","1.5646532773971558","1.5646532773971558","1.5646532773971558"
"80","1.5799503326416016","1.5799503326416016","1.5799503326416016","1.8704228401184082","1.8704228401184082","1.8704228401184082","1.8151133060455322","1.8151133060455322","1.8151133060455322","1.745922327041626","1.745922327041626","1.745922327041626","1.7030434608459473","1.7030434608459473","1.7030434608459473","1.5878537893295288","1.5878537893295288","1.5878537893295288"
"81","1.6141380071640015","1.6141380071640015","1.6141380071640015","1.8543617725372314","1.8543617725372314","1.8543617725372314","1.8464956283569336","1.8464956283569336","1.8464956283569336","1.769283413887024","1.769283413887024","1.769283413887024","1.604614019393921","1.604614019393921","1.604614019393921","1.602766513824463","1.602766513824463","1.602766513824463"
"82","1.6734721660614014","1.6734721660614014","1.6734721660614014","1.8026378154754639","1.8026378154754639","1.8026378154754639","1.8205652236938477","1.8205652236938477","1.8205652236938477","1.8060765266418457","1.8060765266418457","1.8060765266418457","1.5911394357681274","1.5911394357681274","1.5911394357681274","1.5611376762390137","1.5611376762390137","1.5611376762390137"
"83","1.6385031938552856","1.6385031938552856","1.6385031938552856","1.7925257682800293","1.7925257682800293","1.7925257682800293","1.7830123901367188","1.7830123901367188","1.7830123901367188","1.7359510660171509","1.7359510660171509","1.7359510660171509","1.69171142578125","1.69171142578125","1.69171142578125","1.4757972955703735","1.4757972955703735","1.4757972955703735"
"84","1.609166145324707","1.609166145324707","1.609166145324707","1.7755558490753174","1.7755558490753174","1.7755558490753174","1.7987391948699951","1.7987391948699951","1.7987391948699951","1.7788922786712646","1.7788922786712646","1.7788922786712646","1.63155198097229","1.63155198097229","1.63155198097229","1.5544154644012451","1.5544154644012451","1.5544154644012451"
"85","1.6089578866958618","1.6089578866958618","1.6089578866958618","1.8660924434661865","1.8660924434661865","1.8660924434661865","1.8435146808624268","1.8435146808624268","1.8435146808624268","1.782334804534912","1.782334804534912","1.782334804534912","1.5808806419372559","1.5808806419372559","1.5808806419372559","1.6071844100952148","1.6071844100952148","1.6071844100952148"
"86","1.6142706871032715","1.6142706871032715","1.6142706871032715","1.867711067199707","1.867711067199707","1.867711067199707","1.847886323928833","1.847886323928833","1.847886323928833","1.7832365036010742","1.7832365036010742","1.7832365036010742","1.629901647567749","1.629901647567749","1.629901647567749","1.5223054885864258","1.5223054885864258","1.5223054885864258"
"87","1.612226963043213","1.612226963043213","1.612226963043213","1.855794906616211","1.855794906616211","1.855794906616211","1.801780104637146","1.801780104637146","1.801780104637146","1.785261631011963","1.785261631011963","1.785261631011963","1.582269310951233","1.582269310951233","1.582269310951233","1.54757559299469","1.54757559299469","1.54757559299469"
"88","1.6425226926803589","1.6425226926803589","1.6425226926803589","1.795430064201355","1.795430064201355","1.795430064201355","1.819133996963501","1.819133996963501","1.819133996963501","1.7673853635787964","1.7673853635787964","1.7673853635787964","1.6731131076812744","1.6731131076812744","1.6731131076812744","1.591400384902954","1.591400384902954","1.591400384902954"
"89","1.576775312423706","1.576775312423706","1.576775312423706","1.8176586627960205","1.8176586627960205","1.8176586627960205","1.78536057472229","1.78536057472229","1.78536057472229","1.7901136875152588","1.7901136875152588","1.7901136875152588","1.5753257274627686","1.5753257274627686","1.5753257274627686","1.5890741348266602","1.5890741348266602","1.5890741348266602"
"90","1.6041570901870728","1.6041570901870728","1.6041570901870728","1.817356824874878","1.817356824874878","1.817356824874878","1.8097195625305176","1.8097195625305176","1.8097195625305176","1.7142508029937744","1.7142508029937744","1.7142508029937744","1.628731608390808","1.628731608390808","1.628731608390808","1.5659860372543335","1.5659860372543335","1.5659860372543335"
"91","1.517962098121643","1.517962098121643","1.517962098121643","1.8652876615524292","1.8652876615524292","1.8652876615524292","1.80904221534729","1.80904221534729","1.80904221534729","1.783313274383545","1.783313274383545","1.783313274383545","1.5982940196990967","1.5982940196990967","1.5982940196990967","1.5007448196411133","1.5007448196411133","1.5007448196411133"
"92","1.608689308166504","1.608689308166504","1.608689308166504","1.8280420303344727","1.8280420303344727","1.8280420303344727","1.862224817276001","1.862224817276001","1.862224817276001","1.8101247549057007","1.8101247549057007","1.8101247549057007","1.556333065032959","1.556333065032959","1.556333065032959","1.5484353303909302","1.5484353303909302","1.5484353303909302"
"93","1.558355450630188","1.558355450630188","1.558355450630188","1.807335376739502","1.807335376739502","1.807335376739502","1.867319107055664","1.867319107055664","1.867319107055664","1.7655627727508545","1.7655627727508545","1.7655627727508545","1.5370151996612549","1.5370151996612549","1.5370151996612549","1.622574806213379","1.622574806213379","1.622574806213379"
"94","1.5963594913482666","1.5963594913482666","1.5963594913482666","1.8693739175796509","1.8693739175796509","1.8693739175796509","1.822965145111084","1.822965145111084","1.822965145111084","1.7948284149169922","1.7948284149169922","1.7948284149169922","1.5902974605560303","1.5902974605560303","1.5902974605560303","1.6185650825500488","1.6185650825500488","1.6185650825500488"
"95","1.5209192037582397","1.5209192037582397","1.5209192037582397","1.8435139656066895","1.8435139656066895","1.8435139656066895","1.826486349105835","1.826486349105835","1.826486349105835","1.8045927286148071","1.8045927286148071","1.8045927286148071","1.6069674491882324","1.6069674491882324","1.6069674491882324","1.6107442378997803","1.6107442378997803","1.6107442378997803"
"96","1.5774788856506348","1.5774788856506348","1.5774788856506348","1.8695552349090576","1.8695552349090576","1.8695552349090576","1.7933235168457031","1.7933235168457031","1.7933235168457031","1.8047927618026733","1.8047927618026733","1.8047927618026733","1.5267791748046875","1.5267791748046875","1.5267791748046875","1.5766047239303589","1.5766047239303589","1.5766047239303589"
"97","1.6217784881591797","1.6217784881591797","1.6217784881591797","1.8621681928634644","1.8621681928634644","1.8621681928634644","1.8362423181533813","1.8362423181533813","1.8362423181533813","1.7489933967590332","1.7489933967590332","1.7489933967590332","1.5656497478485107","1.5656497478485107","1.5656497478485107","1.5791229009628296","1.5791229009628296","1.5791229009628296"
"98","1.6947340965270996","1.6947340965270996","1.6947340965270996","1.8251769542694092","1.8251769542694092","1.8251769542694092","1.8323376178741455","1.8323376178741455","1.8323376178741455","1.818080186843872","1.818080186843872","1.818080186843872","1.593510389328003","1.593510389328003","1.593510389328003","1.525514841079712","1.525514841079712","1.525514841079712"
"99","1.5978630781173706","1.5978630781173706","1.5978630781173706","1.8567942380905151","1.8567942380905151","1.8567942380905151","1.8265167474746704","1.8265167474746704","1.8265167474746704","1.8367562294006348","1.8367562294006348","1.8367562294006348","1.6253021955490112","1.6253021955490112","1.6253021955490112","1.5260989665985107","1.5260989665985107","1.5260989665985107"
"100","1.6264773607254028","1.6264773607254028","1.6264773607254028","1.8448179960250854","1.8448179960250854","1.8448179960250854","1.8638386726379395","1.8638386726379395","1.8638386726379395","1.8062174320220947","1.8062174320220947","1.8062174320220947","1.583541750907898","1.583541750907898","1.583541750907898","1.6483806371688843","1.6483806371688843","1.6483806371688843"
"101","1.6374074220657349","1.6374074220657349","1.6374074220657349","1.8415031433105469","1.8415031433105469","1.8415031433105469","1.8435193300247192","1.8435193300247192","1.8435193300247192","1.7811806201934814","1.7811806201934814","1.7811806201934814","1.5996406078338623","1.5996406078338623","1.5996406078338623","1.6519367694854736","1.6519367694854736","1.6519367694854736"
"102","1.640394926071167","1.640394926071167","1.640394926071167","1.8903642892837524","1.8903642892837524","1.8903642892837524","1.798558235168457","1.798558235168457","1.798558235168457","1.8206744194030762","1.8206744194030762","1.8206744194030762","1.5870822668075562","1.5870822668075562","1.5870822668075562","1.6105588674545288","1.6105588674545288","1.6105588674545288"
"103","1.6580051183700562","1.6580051183700562","1.6580051183700562","1.8828868865966797","1.8828868865966797","1.8828868865966797","1.843367099761963","1.843367099761963","1.843367099761963","1.8126630783081055","1.8126630783081055","1.8126630783081055","1.6885473728179932","1.6885473728179932","1.6885473728179932","1.5420106649398804","1.5420106649398804","1.5420106649398804"
"104","1.6771092414855957","1.6771092414855957","1.6771092414855957","1.8388314247131348","1.8388314247131348","1.8388314247131348","1.8460874557495117","1.8460874557495117","1.8460874557495117","1.830686092376709","1.830686092376709","1.830686092376709","1.5695136785507202","1.5695136785507202","1.5695136785507202","1.5850803852081299","1.5850803852081299","1.5850803852081299"
"105","1.5980370044708252","1.5980370044708252","1.5980370044708252","1.8333741426467896","1.8333741426467896","1.8333741426467896","1.8056702613830566","1.8056702613830566","1.8056702613830566","1.7949984073638916","1.7949984073638916","1.7949984073638916","1.5435197353363037","1.5435197353363037","1.5435197353363037","1.557713508605957","1.557713508605957","1.557713508605957"
"106","1.5484641790390015","1.5484641790390015","1.5484641790390015","1.7884036302566528","1.7884036302566528","1.7884036302566528","1.7650394439697266","1.7650394439697266","1.7650394439697266","1.814504861831665","1.814504861831665","1.814504861831665","1.563568353652954","1.563568353652954","1.563568353652954","1.5063557624816895","1.5063557624816895","1.5063557624816895"
"107","1.5287909507751465","1.5287909507751465","1.5287909507751465","1.824507236480713","1.824507236480713","1.824507236480713","1.8105744123458862","1.8105744123458862","1.8105744123458862","1.8160738945007324","1.8160738945007324","1.8160738945007324","1.5607614517211914","1.5607614517211914","1.5607614517211914","1.5287361145019531","1.5287361145019531","1.5287361145019531"
"108","1.544303059577942","1.544303059577942","1.544303059577942","1.8640326261520386","1.8640326261520386","1.8640326261520386","1.7182891368865967","1.7182891368865967","1.7182891368865967","1.8072819709777832","1.8072819709777832","1.8072819709777832","1.5792841911315918","1.5792841911315918","1.5792841911315918","1.5852701663970947","1.5852701663970947","1.5852701663970947"
"109","1.6536214351654053","1.6536214351654053","1.6536214351654053","1.7964119911193848","1.7964119911193848","1.7964119911193848","1.843506097793579","1.843506097793579","1.843506097793579","1.814469337463379","1.814469337463379","1.814469337463379","1.6182215213775635","1.6182215213775635","1.6182215213775635","1.6825870275497437","1.6825870275497437","1.6825870275497437"
"110","1.6818959712982178","1.6818959712982178","1.6818959712982178","1.839064121246338","1.839064121246338","1.839064121246338","1.7991869449615479","1.7991869449615479","1.7991869449615479","1.7799757719039917","1.7799757719039917","1.7799757719039917","1.61112380027771","1.61112380027771","1.61112380027771","1.5980439186096191","1.5980439186096191","1.5980439186096191"
"111","1.5814478397369385","1.5814478397369385","1.5814478397369385","1.8707531690597534","1.8707531690597534","1.8707531690597534","1.8557806015014648","1.8557806015014648","1.8557806015014648","1.8005561828613281","1.8005561828613281","1.8005561828613281","1.5903255939483643","1.5903255939483643","1.5903255939483643","1.5785651206970215","1.5785651206970215","1.5785651206970215"
"112","1.6526741981506348","1.6526741981506348","1.6526741981506348","1.8413760662078857","1.8413760662078857","1.8413760662078857","1.8657599687576294","1.8657599687576294","1.8657599687576294","1.8766374588012695","1.8766374588012695","1.8766374588012695","1.6580373048782349","1.6580373048782349","1.6580373048782349","1.5368221998214722","1.5368221998214722","1.5368221998214722"
"113","1.6601366996765137","1.6601366996765137","1.6601366996765137","1.8576738834381104","1.8576738834381104","1.8576738834381104","1.8494000434875488","1.8494000434875488","1.8494000434875488","1.8155834674835205","1.8155834674835205","1.8155834674835205","1.5264650583267212","1.5264650583267212","1.5264650583267212","1.5708112716674805","1.5708112716674805","1.5708112716674805"
"114","1.6253689527511597","1.6253689527511597","1.6253689527511597","1.819741129875183","1.819741129875183","1.819741129875183","1.8559281826019287","1.8559281826019287","1.8559281826019287","1.7637566328048706","1.7637566328048706","1.7637566328048706","1.581519603729248","1.581519603729248","1.581519603729248","1.5435055494308472","1.5435055494308472","1.5435055494308472"
"115","1.547805666923523","1.547805666923523","1.547805666923523","1.8446201086044312","1.8446201086044312","1.8446201086044312","1.8524229526519775","1.8524229526519775","1.8524229526519775","1.760858178138733","1.760858178138733","1.760858178138733","1.6133437156677246","1.6133437156677246","1.6133437156677246","1.5762715339660645","1.5762715339660645","1.5762715339660645"
"116","1.6548759937286377","1.6548759937286377","1.6548759937286377","1.8359752893447876","1.8359752893447876","1.8359752893447876","1.8074548244476318","1.8074548244476318","1.8074548244476318","1.805633783340454","1.805633783340454","1.805633783340454","1.6765892505645752","1.6765892505645752","1.6765892505645752","1.499891757965088","1.499891757965088","1.499891757965088"
"117","1.6043963432312012","1.6043963432312012","1.6043963432312012","1.7979235649108887","1.7979235649108887","1.7979235649108887","1.782114028930664","1.782114028930664","1.782114028930664","1.7956503629684448","1.7956503629684448","1.7956503629684448","1.5901110172271729","1.5901110172271729","1.5901110172271729","1.5672979354858398","1.5672979354858398","1.5672979354858398"
"118","1.6634042263031006","1.6634042263031006","1.6634042263031006","1.8888527154922485","1.8888527154922485","1.8888527154922485","1.8132715225219727","1.8132715225219727","1.8132715225219727","1.7966244220733643","1.7966244220733643","1.7966244220733643","1.6416888236999512","1.6416888236999512","1.6416888236999512","1.6057803630828857","1.6057803630828857","1.6057803630828857"
"119","1.611959457397461","1.611959457397461","1.611959457397461","1.8657488822937012","1.8657488822937012","1.8657488822937012","1.8485760688781738","1.8485760688781738","1.8485760688781738","1.802124261856079","1.802124261856079","1.802124261856079","1.6339036226272583","1.6339036226272583","1.6339036226272583","1.5348420143127441","1.5348420143127441","1.5348420143127441"
"120","1.584921956062317","1.584921956062317","1.584921956062317","1.8672330379486084","1.8672330379486084","1.8672330379486084","1.8477139472961426","1.8477139472961426","1.8477139472961426","1.7631862163543701","1.7631862163543701","1.7631862163543701","1.6056358814239502","1.6056358814239502","1.6056358814239502","1.465074062347412","1.465074062347412","1.465074062347412"
"121","1.6093800067901611","1.6093800067901611","1.6093800067901611","1.8376260995864868","1.8376260995864868","1.8376260995864868","1.872926950454712","1.872926950454712","1.872926950454712","1.785273790359497","1.785273790359497","1.785273790359497","1.5910643339157104","1.5910643339157104","1.5910643339157104","1.487600564956665","1.487600564956665","1.487600564956665"
"122","1.6053446531295776","1.6053446531295776","1.6053446531295776","1.855383276939392","1.855383276939392","1.855383276939392","1.8543727397918701","1.8543727397918701","1.8543727397918701","1.826608657836914","1.826608657836914","1.826608657836914","1.5875792503356934","1.5875792503356934","1.5875792503356934","1.549117088317871","1.549117088317871","1.549117088317871"
"123","1.5657362937927246","1.5657362937927246","1.5657362937927246","1.831611156463623","1.831611156463623","1.831611156463623","1.8151988983154297","1.8151988983154297","1.8151988983154297","1.832343578338623","1.832343578338623","1.832343578338623","1.681623935699463","1.681623935699463","1.681623935699463","1.5528024435043335","1.5528024435043335","1.5528024435043335"
"124","1.6510125398635864","1.6510125398635864","1.6510125398635864","1.8292158842086792","1.8292158842086792","1.8292158842086792","1.799160122871399","1.799160122871399","1.799160122871399","1.842682123184204","1.842682123184204","1.842682123184204","1.6190545558929443","1.6190545558929443","1.6190545558929443","1.586829662322998","1.586829662322998","1.586829662322998"
"125","1.5655841827392578","1.5655841827392578","1.5655841827392578","1.8680912256240845","1.8680912256240845","1.8680912256240845","1.8497569561004639","1.8497569561004639","1.8497569561004639","1.7959301471710205","1.7959301471710205","1.7959301471710205","1.6412596702575684","1.6412596702575684","1.6412596702575684","1.5041468143463135","1.5041468143463135","1.5041468143463135"
"126","1.460070013999939","1.460070013999939","1.460070013999939","1.8398264646530151","1.8398264646530151","1.8398264646530151","1.7957792282104492","1.7957792282104492","1.7957792282104492","1.7628066539764404","1.7628066539764404","1.7628066539764404","1.564138412475586","1.564138412475586","1.564138412475586","1.6125006675720215","1.6125006675720215","1.6125006675720215"
"127","1.5778162479400635","1.5778162479400635","1.5778162479400635","1.8055144548416138","1.8055144548416138","1.8055144548416138","1.811417818069458","1.811417818069458","1.811417818069458","1.7869150638580322","1.7869150638580322","1.7869150638580322","1.606698989868164","1.606698989868164","1.606698989868164","1.5836453437805176","1.5836453437805176","1.5836453437805176"
"128","1.6056491136550903","1.6056491136550903","1.6056491136550903","1.802173137664795","1.802173137664795","1.802173137664795","1.750133991241455","1.750133991241455","1.750133991241455","1.7755098342895508","1.7755098342895508","1.7755098342895508","1.5766026973724365","1.5766026973724365","1.5766026973724365","1.5354070663452148","1.5354070663452148","1.5354070663452148"
"129","1.6253994703292847","1.6253994703292847","1.6253994703292847","1.8433187007904053","1.8433187007904053","1.8433187007904053","1.8293284177780151","1.8293284177780151","1.8293284177780151","1.8450573682785034","1.8450573682785034","1.8450573682785034","1.606485366821289","1.606485366821289","1.606485366821289","1.5809214115142822","1.5809214115142822","1.5809214115142822"
"130","1.5970423221588135","1.5970423221588135","1.5970423221588135","1.854919195175171","1.854919195175171","1.854919195175171","1.849172592163086","1.849172592163086","1.849172592163086","1.7998067140579224","1.7998067140579224","1.7998067140579224","1.686987042427063","1.686987042427063","1.686987042427063","1.6409623622894287","1.6409623622894287","1.6409623622894287"
"131","1.613608717918396","1.613608717918396","1.613608717918396","1.7390193939208984","1.7390193939208984","1.7390193939208984","1.8370039463043213","1.8370039463043213","1.8370039463043213","1.814985990524292","1.814985990524292","1.814985990524292","1.5418403148651123","1.5418403148651123","1.5418403148651123","1.4949073791503906","1.4949073791503906","1.4949073791503906"
"132","1.5694730281829834","1.5694730281829834","1.5694730281829834","1.8839296102523804","1.8839296102523804","1.8839296102523804","1.7904592752456665","1.7904592752456665","1.7904592752456665","1.8044655323028564","1.8044655323028564","1.8044655323028564","1.652602195739746","1.652602195739746","1.652602195739746","1.642442226409912","1.642442226409912","1.642442226409912"
"133","1.6222670078277588","1.6222670078277588","1.6222670078277588","1.878594994544983","1.878594994544983","1.878594994544983","1.8218858242034912","1.8218858242034912","1.8218858242034912","1.8265206813812256","1.8265206813812256","1.8265206813812256","1.5585479736328125","1.5585479736328125","1.5585479736328125","1.6162445545196533","1.6162445545196533","1.6162445545196533"
"134","1.550095796585083","1.550095796585083","1.550095796585083","1.8354833126068115","1.8354833126068115","1.8354833126068115","1.7778620719909668","1.7778620719909668","1.7778620719909668","1.8072675466537476","1.8072675466537476","1.8072675466537476","1.6179158687591553","1.6179158687591553","1.6179158687591553","1.624835729598999","1.624835729598999","1.624835729598999"
"135","1.556045651435852","1.556045651435852","1.556045651435852","1.8661224842071533","1.8661224842071533","1.8661224842071533","1.8489820957183838","1.8489820957183838","1.8489820957183838","1.8071200847625732","1.8071200847625732","1.8071200847625732","1.518667221069336","1.518667221069336","1.518667221069336","1.5429117679595947","1.5429117679595947","1.5429117679595947"
"136","1.6302518844604492","1.6302518844604492","1.6302518844604492","1.8428144454956055","1.8428144454956055","1.8428144454956055","1.8661723136901855","1.8661723136901855","1.8661723136901855","1.7903717756271362","1.7903717756271362","1.7903717756271362","1.5240273475646973","1.5240273475646973","1.5240273475646973","1.5142090320587158","1.5142090320587158","1.5142090320587158"
"137","1.6020753383636475","1.6020753383636475","1.6020753383636475","1.8377790451049805","1.8377790451049805","1.8377790451049805","1.8690600395202637","1.8690600395202637","1.8690600395202637","1.7624759674072266","1.7624759674072266","1.7624759674072266","1.6522645950317383","1.6522645950317383","1.6522645950317383","1.5740323066711426","1.5740323066711426","1.5740323066711426"
"138","1.5982258319854736","1.5982258319854736","1.5982258319854736","1.8258061408996582","1.8258061408996582","1.8258061408996582","1.8559015989303589","1.8559015989303589","1.8559015989303589","1.7529654502868652","1.7529654502868652","1.7529654502868652","1.5695431232452393","1.5695431232452393","1.5695431232452393","1.562618613243103","1.562618613243103","1.562618613243103"
"139","1.5330443382263184","1.5330443382263184","1.5330443382263184","1.898275375366211","1.898275375366211","1.898275375366211","1.823718547821045","1.823718547821045","1.823718547821045","1.746478796005249","1.746478796005249","1.746478796005249","1.587655782699585","1.587655782699585","1.587655782699585","1.587862253189087","1.587862253189087","1.587862253189087"
"140","1.6268501281738281","1.6268501281738281","1.6268501281738281","1.857285976409912","1.857285976409912","1.857285976409912","1.8286055326461792","1.8286055326461792","1.8286055326461792","1.8388702869415283","1.8388702869415283","1.8388702869415283","1.6311657428741455","1.6311657428741455","1.6311657428741455","1.558447003364563","1.558447003364563","1.558447003364563"
"141","1.5926505327224731","1.5926505327224731","1.5926505327224731","1.7960007190704346","1.7960007190704346","1.7960007190704346","1.831084966659546","1.831084966659546","1.831084966659546","1.8493365049362183","1.8493365049362183","1.8493365049362183","1.663008689880371","1.663008689880371","1.663008689880371","1.6071059703826904","1.6071059703826904","1.6071059703826904"
"142","1.6437565088272095","1.6437565088272095","1.6437565088272095","1.8429914712905884","1.8429914712905884","1.8429914712905884","1.7741516828536987","1.7741516828536987","1.7741516828536987","1.7827003002166748","1.7827003002166748","1.7827003002166748","1.7130284309387207","1.7130284309387207","1.7130284309387207","1.569577693939209","1.569577693939209","1.569577693939209"
"143","1.6564863920211792","1.6564863920211792","1.6564863920211792","1.8419277667999268","1.8419277667999268","1.8419277667999268","1.810913324356079","1.810913324356079","1.810913324356079","1.7925282716751099","1.7925282716751099","1.7925282716751099","1.6594243049621582","1.6594243049621582","1.6594243049621582","1.4867216348648071","1.4867216348648071","1.4867216348648071"
"144","1.6220190525054932","1.6220190525054932","1.6220190525054932","1.834466814994812","1.834466814994812","1.834466814994812","1.774654746055603","1.774654746055603","1.774654746055603","1.807883620262146","1.807883620262146","1.807883620262146","1.5924656391143799","1.5924656391143799","1.5924656391143799","1.564754843711853","1.564754843711853","1.564754843711853"
"145","1.6524779796600342","1.6524779796600342","1.6524779796600342","1.885798692703247","1.885798692703247","1.885798692703247","1.8497793674468994","1.8497793674468994","1.8497793674468994","1.8161160945892334","1.8161160945892334","1.8161160945892334","1.5960807800292969","1.5960807800292969","1.5960807800292969","1.6203213930130005","1.6203213930130005","1.6203213930130005"
"146","1.6322131156921387","1.6322131156921387","1.6322131156921387","1.8571590185165405","1.8571590185165405","1.8571590185165405","1.843618631362915","1.843618631362915","1.843618631362915","1.7765254974365234","1.7765254974365234","1.7765254974365234","1.6693997383117676","1.6693997383117676","1.6693997383117676","1.5638010501861572","1.5638010501861572","1.5638010501861572"
"147","1.7023035287857056","1.7023035287857056","1.7023035287857056","1.8807934522628784","1.8807934522628784","1.8807934522628784","1.8472522497177124","1.8472522497177124","1.8472522497177124","1.7913620471954346","1.7913620471954346","1.7913620471954346","1.6273884773254395","1.6273884773254395","1.6273884773254395","1.5597407817840576","1.5597407817840576","1.5597407817840576"
"148","1.6154921054840088","1.6154921054840088","1.6154921054840088","1.8944149017333984","1.8944149017333984","1.8944149017333984","1.8637194633483887","1.8637194633483887","1.8637194633483887","1.7771825790405273","1.7771825790405273","1.7771825790405273","1.657673954963684","1.657673954963684","1.657673954963684","1.6287305355072021","1.6287305355072021","1.6287305355072021"
"149","1.6773792505264282","1.6773792505264282","1.6773792505264282","1.835893154144287","1.835893154144287","1.835893154144287","1.8501373529434204","1.8501373529434204","1.8501373529434204","1.8630833625793457","1.8630833625793457","1.8630833625793457","1.549455165863037","1.549455165863037","1.549455165863037","1.6101329326629639","1.6101329326629639","1.6101329326629639"
"150","1.6810327768325806","1.6810327768325806","1.6810327768325806","1.847713828086853","1.847713828086853","1.847713828086853","1.876162052154541","1.876162052154541","1.876162052154541","1.8141698837280273","1.8141698837280273","1.8141698837280273","1.639314889907837","1.639314889907837","1.639314889907837","1.5767056941986084","1.5767056941986084","1.5767056941986084"
"151","1.7070872783660889","1.7070872783660889","1.7070872783660889","1.8703985214233398","1.8703985214233398","1.8703985214233398","1.8356047868728638","1.8356047868728638","1.8356047868728638","1.8246543407440186","1.8246543407440186","1.8246543407440186","1.6596035957336426","1.6596035957336426","1.6596035957336426","1.6010184288024902","1.6010184288024902","1.6010184288024902"
